item_code,brand,pack,company,catg,subcatg,mrp
1233697,ETORVEL-60 1*10,,ERIS-{ PHARMA },,,100.1
1233700,ENOXARIN 60MG 0.6ML,,ZUVENTUS HEALTHCARE LTD,,,638.5
1233702,CREMALAX TAB 1*18,,(ABOTT),,,166.41
1233704,FERIS-100 1*10,,(ERIS),,,99.82
1233706,GLIMISAVE MV-2 FORTE 1*15,,ERIS-{ PHARMA },,,245.91
1233708,ARIP MT-15 1*15,,(TORRENT),,,272.55
1233710,ESAM AT 1*10,,(TORRENT),,,94.05
1233712,FABI FLU-400MG 1*17,,GLENMARK-[ MAJESTA ],,,1224
1233714,GLZ-MEX 1*10,,(ALEMBIC),,,123.2
1233718,ENOXARIN-40 MG INJ 1,,ZUVENTUS HEALTHCARE LTD,,,425.66
1233720,APPLYGEN CAP 1*7,,RONYD,,,120
1233721,APPLYGEN FORTE 1*7,,RONYD,,,129
1233724,GLUVILDA 50MG TAB 1*15,,ALKEM-(CARDIOLOGY),,,82.5
1233726,TICAVIC-90 TAB 1*10,,ALKEM (*ALPHA MAX),,,205
1233728,OBETOHEP-5MG TAB 1*10,,ALKEM-(*ACE ),,,180
1233730,OBETOHEP-10MG TAB 1*10,,ALKEM-(*ACE ),,,360
1233732,MIRAKEM-25MG 1*10,,ALKEM (*ALPHA MAX),,,240
1233733,TAMSUKEM PLUS 1*10,,ALKEM (*ALPHA MAX),,,730
1233735,ALDACTONE T-5 1*15,,RPG IMPULSE,,,60.7
1233736,ALDACTONE T-10 1*15,,RPG IMPULSE,,,80.8
1233738,ROMILAST-BL 1*10,,RPG IMPULSE,,,175.95
1233741,PROHANCE JUNIOR CHOC. 200GM,,SUN PHARMA=[ PHARMA ],,,320
1233744,ENZYL CAP-80MG 1*14,,SUN PHARMA=[ URO-CARE ],,,6440
1233747,LEKAST-B TAB 1*10,,DIRECT(UNIMARCK HEALTHCARE LTD.),,,140
1233749,CILDIP-T 1*10,,(MEDLEY),,,108
1233751,PRIMODIL-AT 1*10,,(MEDLEY),,,62.5
1233753,VIDAGLO M-50/500 1*10,,(MEDLEY),,,83
1233755,VOGLI GM-2 FORTE 1*10,,(MEDLEY),,,147
1233758,SMYLE MOUTH ULCER GEL 10GM,,SVIZERA HEALTHCARE,,,90
1233762,BACILON CAP 1*10,,IPCA=( BIONOVA ),,,295
1233764,EXERMET SR-850 1*10,,CIPLA LTD.,,,61.05
1233766,HEPTOGLOBINE SYP 300ML,,RAPTAKOS.BRETT @ CO.LTD.,,,227
1233768,NEOGADINE ELIXIR 300ML,,RAPTAKOS.BRETT @ CO.LTD.,,,210
1233769,ZYTEE RB(TUBE) 10ML,,RAPTAKOS.BRETT @ CO.LTD.,,,114
1233770,ZYTEE RB(LOTION) 10ML,,RAPTAKOS.BRETT @ CO.LTD.,,,113
1233771,NEOPEPTINE DROP 15ML,,RAPTAKOS.BRETT @ CO.LTD.,,,99
1233772,THREPTIN DISKET (VANILLA) 275GM,,RAPTAKOS.BRETT @ CO.LTD.,,,465
1233773,THREPTIN REG DISKET (VANILLA) 1KGM,,RAPTAKOS.BRETT @ CO.LTD.,,,1600
1233775,XANTOX GLO TAB 1*10,,GLENMARK-[ COSMOCARE ],,,1290
1233776,PHACE CIS4 CLEANSER 75ML,,GLENMARK-[ COSMOCARE ],,,700
1233777,PHACE FCR12 CREAM 40GM,,GLENMARK-[ COSMOCARE ],,,820
1233778,PHACE DSP30 DAY CREAM 40GM,,GLENMARK-[ COSMOCARE ],,,855
1233779,PHACE MOS15 LOTION 100GM,,GLENMARK-[ COSMOCARE ],,,1100
1233781,IMULAST 400 MG TAB 1*10,,CIPLA ( IMPULSE-2 ),,,127.35
1233784,MAXUM MEN 1*10,,ERIS(PHOENIX),,,150
1233785,MAXUM WOMEN 1*10,,ERIS(PHOENIX),,,150
1233787,GLIMISAVE MV-1 F 1*15,,ERIS-{ PHARMA },,,192
1233789,GLIMISAVE MV-1.3 F 1*15,,ERIS-{ PHARMA },,,192
1233791,GLIMISAVE MV-2.2F 1*15,,ERIS-{ PHARMA },,,232.5
1233793,GLUXIT-10 MG 1*10,,ERIS(VICTUS),,,145
1233794,GLUXIT-5 MG 1*10,,ERIS(VICTUS),,,88
1233796,XANTOX CAP 1*30,,GLENMARK (GRACEWELL),,,1125
1233798,NEBI-5 MG 1*10,,ARISTO ( OTSIRA GENETICA ),,,89.7
1233801,MEGANEURON CAP 1*10,,ARISTO ( OTSIRA GENETICA ),,,97.4
1233803,PICSPOT GEL 15GM,,GLENMARK SKINNORA,,,275
1233805,TELMA AZ-40 1*10,,GLENMARK-[ ZOLTAN ],,,142.5
1233807,CARTIGEN PRO 1*10,,PHARMED (TISKON),,,595
1233809,SFZ-DS 1*10,,TBG,,,126.6
1233811,METSMALL VX-500 1*10,,DR.REDDY^S LABORATORIES LTD.,,,148.5
1233813,CC-74 CHEWABLE-500 MG TAB 1*15,,DR.REDDY^S LABORATORIES LTD.,,,247.5
1233814,CC-74 CHEWABLE-500 MG 1*30,,DR.REDDY^S LABORATORIES LTD.,,,425.25
1233816,MYOCEIVE+1.1G TAB 1*10,,DR.REDDY^S LABORATORIES LTD.,,,290
1233818,PP-26 FORTE TAB 1*10,,DR.REDDY^S LABORATORIES LTD.,,,175
1233820,HYQ-400 1*10,,(IPCA),,,133.39
1233822,AFOGLIP M-1000 1*10,,(TORRENT),,,267.35
1233824,MULTIMUNE CAP 1*10,,ARISTO ( NEW ),,,199
1233825,MULTIMUNE SYP 100ML,,ARISTO ( NEW ),,,199
1233827,IGURATI-25 1*10,,IPCA=( ACTIVA ),,,236.4
1233829,ZAC-D WOMAN 1*15,,ERIS-{ MONTANA },,,180
1233831,FORTIPAR-D 1*10,,WINMARK,,,155
1233833,UCJOINT TAB 1*10,,WINMARK,,,335
1233835,KINPRIDE-1 1*10,,(DRL),,,94
1233837,GLIMY M-0.5 1*10,,(DRL),,,45
1233840,ATORLIP ASP 1*10,,CIPLA-( VITALIS-1 ),,,0
1233843,CIPVIR-200 MG  TAB 1*10,,CIPLA-( VITALIS-1 ),,,450
1233845,UNIAZ T-40 TAB 1*10,,TORRENT,,,152.9
1233847,TELLZY 80H 1*15,,(ALEMBIC),,,361.45
1233849,ANGISTAT 2.5 MG 1*25,,(SUN),,,141
1233851,COVANCE AT 1*10,,(RANBAXY),,,143
1233853,KEFLOR 125MG SYP 30ML,,(RANBAXY),,,172
1233855,MOISTUREX SOFT CREAM 100GM,,(RANBAXY),,,300
1233857,REFZIL O-125 (SYP) 30ML,,(RANBAXY),,,163
1233860,REMOZEN-M-500 1*10,,(GLENMARK),,,138
1233862,TELMA-R-2.5 1*10,,(GLENMARK),,,160
1233865,CANDITRAL SB-50 1*10,,(GLENMARK),,,140
1233867,CETANIL-5 1*15,,ALEMBIC-( SPECIA ),,,94.8
1233869,EXCELA MAX MOSTURZR FR DSES SK 200GM,,CIPLA ( IMPULSE-2 ),,,532.4
1233871,VC-X SERUM 10ML,,CIPLA ( IMPULSE-2 ),,,2406.7
1233874,MIRBEG S-50 TAB 1,,(IPCA),,,500
1233877,ASTYFER-Z CAP 1*30S,,TABLETS(INDIA)LIMITED,,,313
1233879,BIFILAC CAP 1*10,,TABLETS(INDIA)LIMITED,,,119
1233880,BIFILAC SACHETS 15^S,,TABLETS(INDIA)LIMITED,,,240
1233881,AMBROLITE-2S SYP 100ML,,TABLETS(INDIA)LIMITED,,,86.5
1233882,AMBROLITE LIQ 100ML,,TABLETS(INDIA)LIMITED,,,82
1233883,AMBROLITE-S PLUS SYP 100ML,,TABLETS(INDIA)LIMITED,,,106
1233884,APETAMIN SYP 200ML,,TABLETS(INDIA)LIMITED,,,150
1233887,AMBROLITE TAB 10*10S,,TABLETS(INDIA)LIMITED,,,26
1233889,AMBRONAC TAB 10*10S,,TABLETS(INDIA)LIMITED,,,100
1233890,ASTYMIN-C DROP 15ML,,TABLETS(INDIA)LIMITED,,,85
1233891,AMBROLITE LEVO LIQ 100ML,,TABLETS(INDIA)LIMITED,,,89.45
1233892,BIFILAC DRY SYP 50ML,,TABLETS(INDIA)LIMITED,,,119
1233893,LAKTRUM POWDER 50GM,,TABLETS(INDIA)LIMITED,,,490
1233894,HAPENZ SYP 175ML,,TABLETS(INDIA)LIMITED,,,130
1233895,AMBROLITE D+100ML 100ML,,TABLETS(INDIA)LIMITED,,,108
1233897,BIFILAC LOZENGES 1*10S,,TABLETS(INDIA)LIMITED,,,203
1233898,AMBROLITE COLD SYP 60ML,,TABLETS(INDIA)LIMITED,,,71
1233900,RESCUNATE SACHETS 0.5GM 0.5GM,,TABLETS(INDIA)LIMITED,,,98
1233901,BIFILAC GG CAP 1*10S,,TABLETS(INDIA)LIMITED,,,400
1233902,BIFILAC GG SACHETS 1*10S,,TABLETS(INDIA)LIMITED,,,450
1233904,TUMMY SOFT DRY SYP 50ML,,TABLETS(INDIA)LIMITED,,,214
1233905,BIFILAC GG DUO SACHETS 1*10S,,TABLETS(INDIA)LIMITED,,,495
1233906,BIFILAC GG-10 SACHETS 1*10S,,TABLETS(INDIA)LIMITED,,,540
1233908,ARISTOZYME LIQUID 200ML,,(ARISTO),,,104
1233909,CLINGEN FORTE CAP 1*7,,(ARISTO),,,169.65
1233910,CLINGEN VEG SUPP. 1*7,,(ARISTO),,,132
1233912,HATRIC 3 SYRUP 60ML,,(ARISTO),,,24
1233914,SHELCAL MOM TAB 1*15,,TORRENT,,,209
1233917,IMMUGARD-C TAB 1*10S,,ARISTO MF-1,,,75
1233919,BLADMIR-25 1*10,,(ALEMBIC),,,229.95
1233921,BLADMIR-50 1*10,,(ALEMBIC),,,350.4
1233923,GLISEN VM-2 1*10,,(ALEMBIC),,,191.1
1233925,TELLZY-AH 1*15,,(ALEMBIC),,,258
1233927,CALCIROL-XT TAB 10*15,,CADILA PHARMACEUTICAL,,,295.5
1233930,GEPRIDE M-2 FORTE 1*10,,(MEDLEY),,,115.5
1233933,OSTEOFIT-HD 1*15,,ALEMBIC-( OSTEOFIT ),,,358.5
1233935,BILAMBIC-20 TAB 1*10,,ALEMBIC-( CORIUM ),,,108
1233938,CONSTICOOL PLUS SYP 200ML,,MEDWOCK PHARMACEUTICALS,,,239
1233940,ACE REVELOL 50/5 1*10,,(IPCA),,,259.5
1233942,RESPILAX CAP 1*10,,ZUVENTUS HEALTHCARE LTD,,,91.3
1233946,VIL-G 50MG TAB 1,,ZUVENTUS LIFESTYLE,,,75
1233948,VIL GM-500MG TAB 1*10,,ZUVENTUS LIFESTYLE,,,74
1233950,CALSHINE-P DROP 15ML,,(ERIS),,,146.41
1233954,BULARID-L 20MG 1*10,,IPCA BIONOVA ACE,,,148.4
1233957,CIVADERM CREAM-1% 30GM,,AJANTA-[ AXYS ],,,185
1233959,HYPOCLIN SOLUTION 60ML,,AJANTA-[ ILLUMA ],,,215.5
1233961,PRESIDIO-75/60 TAB 1*10,,AJANTA-[ ALMIRON ],,,249
1233965,METXL AM-25/5 1*20,,(AJANTA),,,214
1233967,CARDACE PRO-2.5 1*10,,SANOFI,,,161.46
1233969,MIDODRIVE-2.5 MG TAB 1,,SUN PHARMA=[ VEGA ],,,999
1233971,LACTODEX-1 STARTER 450GM,,RAPTAKOS.BRETT @ CO.LTD.,,,499
1233972,LACTODEX-2 FOLLOW UP 500GM,,RAPTAKOS.BRETT @ CO.LTD.,,,495
1233973,ZEROLAC POWDER 400GM,,RAPTAKOS.BRETT @ CO.LTD.,,,555
1233974,LACTODEX HMF 1*20GM,,RAPTAKOS.BRETT @ CO.LTD.,,,585
1233981,FABI FLU-800 MG KIT 1*16,,GLENMARK-[ MAJESTA ],,,2560
1233983,PASILOW-50 SOFT GEL CAP 1*5S,,GLENMARK (GRACEWELL),,,277.04
1233984,PASILOW-100 SOFT GEL CAP 1*5S,,GLENMARK (GRACEWELL),,,539.44
1233986,ALEX JUNIOR DS SYP 60ML,,GLENMARK-[ RESPICARE ],,,82
1233991,HAIR 4 U CONDITIONER 100GM,,(GLENMARK),,,410
1233993,VOGLI RAPID-0.2/0.5 1*10,,MEDLEY-( VASOKARE ),,,108
1233994,VOGLI RAPID-0.2/1.0 1*10,,MEDLEY-( VASOKARE ),,,128
1233996,NEFODOL TAB 1*10,,MEDLEY-( SUPRAKARE ),,,120.5
1233999,LOMOFEN + TAB 1*20,,(RPG),,,44.1
1234001,DILZEM-SR 1*10,,(TORRENT),,,156.15
1234003,SYMBAL-40 1*10,,(TORRENT),,,189.3
1234006,CILDIP-10 1*10,,(MEDLEY),,,85.5
1234008,VIDAGLO TAB 1*10,,(MEDLEY),,,64.75
1234010,ENTALIV-0.5 1*30,,(DRL),,,2459.52
1234012,ALEX LOZENGES-SF 1*10,,(GLENMARK),,,97.5
1234014,SHELCAL-500 1*15,,(TORRENT),,,98.9
1234016,ABLUNG-100MG CAP 1*10,,CIPLA ( IMPULSE-2 ),,,93.77
1234018,PIRFENEX-600MG TAB 1*15,,CIPLA ( IMPULSE-2 ),,,990
1234020,ALOEVERA (B.B.) 500ML,,B B LABORATORIES,,,169
1234021,ALOEVERA (B.B.) 1000ML,,B B LABORATORIES,,,270
1234022,AMLA (B.B.) 500ML,,B B LABORATORIES,,,125
1234023,AMLA (B.B.) 1000ML,,B B LABORATORIES,,,220
1234025,TRIFFLA (B.B.) 1000ML,,B B LABORATORIES,,,259
1234026,TRIFFLA (B.B.) 500ML,,B B LABORATORIES,,,165
1234027,GILOY TULSI (B.B.) 500ML,,B B LABORATORIES,,,165
1234028,GILOY TULSI (B.B.) 1000ML,,B B LABORATORIES,,,270
1234029,NEEM KARELA JAMUN (B.B.) 500ML,,B B LABORATORIES,,,175
1234030,KARELA @ JAMUN (B.B.) 1000ML,,B B LABORATORIES,,,249
1234032,AMLA ALOEVERA JUICE (B.B.) 500ML,,B B LABORATORIES,,,169
1234033,PANCH TULSI (B.B.) 500ML,,B B LABORATORIES,,,150
1234036,WHEAT GRASS (B.B.) 500ML,,B B LABORATORIES,,,169
1234038,GILOY PAPITA JUICE (B.B.) 500ML,,B B LABORATORIES,,,169
1234039,TULSI DROP (B.B.) 30ML,,B B LABORATORIES,,,149
1234041,IMMUNITY BOOSTER (B.B.) 75GRAM,,B B LABORATORIES,,,125
1234042,PAIN RELIEF OIL (B.B.) 60ML,,B B LABORATORIES,,,165
1234044,SHAMPOO (B.B.) 500ML,,B B LABORATORIES,,,175
1234045,SHAMPOO (B.B.) 200ML,,B B LABORATORIES,,,105
1234046,LAUKI JUICE (B.B.) 500ML,,B B LABORATORIES,,,169
1234047,ASHWAGANDHA (B.B.) 1*60,,B B LABORATORIES,,,310
1234048,GILOY TAB (B.B.) 1*60,,B B LABORATORIES,,,160
1234049,NEEM KARELA JAMUN PWD (B.B.) 200GM,,B B LABORATORIES,,,180
1234051,TRIFFLA PWD (B.B.) 200GM,,B B LABORATORIES,,,132
1234052,APPLE VINEGAR (B.B.) 500ML,,B B LABORATORIES,,,295
1234053,JAMUN VINEGAR (B.B) 500ML,,B B LABORATORIES,,,285
1234054,ALOEVERA GEL (B.B.) 100GM,,B B LABORATORIES,,,145
1234059,VALEMBIC-40 TAB 1*10,,ALEMBIC ( OURON ),,,64.6
1234061,ACNE-OC GEL 75GM,,(IPCA),,,559.5
1234063,REVELOL XL-12.5 1*15,,(IPCA),,,71.7
1234065,GLUCRETA-5 TAB 1*10,,TORRENT (PSYCAN),,,80.2
1234067,GLUCRETA-10 TAB 1*10,,TORRENT (PSYCAN),,,124.95
1234069,TORCILIN TRIO TAB 1*10,,TORRENT,,,116.2
1234071,MOMB9 CAP 1*10,,EMCURE:-[ XENNEX ],,,172
1234073,ULTRAMOL RF-500 1*10,,ARISTO MF-1,,,11.31
1234075,ULTRAMOL RF-650 1*10,,ARISTO MF-1,,,20.61
1234077,AMLA ALOEVERA JUICE (B.B.) 1000ML,,B B LABORATORIES,,,270
1234081,CELEBRAX-100MG 1*10,,PFIZER (NEURO),,,140
1234082,CELEBRAX-200MG 1*10,,PFIZER (NEURO),,,205
1234084,PROXYM-ER 1*10,,(EMCURE),,,284.4
1234086,AZEE 100 DRY SYP 15ML,,(CIP),,,37.92
1234088,BRESOL-NS NASAL SOL 10ML,,HIMALAYA,,,55
1234090,GASEX (SYP) ELAICHI 200ML,,HIMALAYA,,,110
1234092,GLUVILDA M+500 1*15,,ALKEM-(CARDIOLOGY),,,115.25
1234094,ASTYMIN-3 INJ. 20ML,,TABLETS(INDIA)LIMITED,,,130
1234096,ASTYMIN-Z LIQ. 200ML,,TABLETS(INDIA)LIMITED,,,225
1234098,ASTYFER-XT TAB 1*15,,TABLETS(INDIA)LIMITED,,,220
1234100,ASTYMIN-FORTE CAP 2*15,,TABLETS(INDIA)LIMITED,,,398
1234102,ASTYMIN-M FORTE CAP 2*15,,TABLETS(INDIA)LIMITED,,,476
1234104,ASTYMIN-Z FORTE CAP 2*15,,TABLETS(INDIA)LIMITED,,,423
1234106,CTD O-12.5/20 1*10,,(IPCA),,,116.73
1234108,MIRBEG-25 1*10,,(IPCA),,,230
1234110,ASCORIL LS DROP 15ML,,(GLENMARK),,,58
1234112,ELOVERA BODY WASH 150ML,,(GLENMARK),,,375
1234114,FUNGICROS CREAM 30GM,,(RANBAXY),,,383
1234116,HALOX-S OINT 10GM,,(RANBAXY),,,143
1234118,MOISTUREX CLENZ 100GM,,(RANBAXY),,,213
1234120,PHOTOSTABLE 1,,(SUN),,,675
1234122,GLUCRETA M-10+1000 1*10,,TORRENT (PSYCAN),,,93.5
1234124,FABIXA-200MG 1*10,,MEDLEY-( NUTRAKARE ),,,380
1234125,FABIXA-800MG 1*10,,MEDLEY-( NUTRAKARE ),,,1400
1234127,ARSHO QUIT CAP (B.B.) 1*60,,B B LABORATORIES,,,289
1234129,LIPIOUT-10 1*10,,FOREGEN HEALTHCARE PVT.LTD.,,,109.5
1234131,TENEGOOD M-1000 1*10,,FOREGEN HEALTHCARE PVT.LTD.,,,114
1234132,TENEGOOD M-500 1*10,,FOREGEN HEALTHCARE PVT.LTD.,,,109
1234135,SMYLE N-95 MASK 1,,SVIZERA HEALTHCARE,,,190
1234138,TAPRISE NS-225 1,,TORRENT,,,599
1234140,IGUMOD TAB 1*10,,MEDLEY-( NUTRAKARE ),,,235
1234144,LIVER@ENYME(B.B.) 200ML,,B B LABORATORIES,,,125
1234146,UTERINE SYP 200ML,,B B LABORATORIES,,,140
1234148,U.T.I.CARE (B.B.) 200ML,,B B LABORATORIES,,,135
1234150,BLOOD PURIFIER (B.B.) 200ML,,B B LABORATORIES,,,125
1234152,PLATELET SYP (B.B.) 200ML,,B B LABORATORIES,,,140
1234154,WHEATGRASS TAB 1*60,,B B LABORATORIES,,,325
1234156,HEMOGLOBIN SYRUP 200ML,,B B LABORATORIES,,,120
1234158,LIVERIL FORTE TAB 1*15,,MEYER ORGANICS PVT LTD.,,,432
1234159,LIVERIL SUSP 200ML,,MEYER ORGANICS PVT LTD.,,,323
1234160,LIVERIL TAB 1*15,,MEYER ORGANICS PVT LTD.,,,373
1234161,JOINTACE-OD TAB 1*15,,MEYER ORGANICS PVT LTD.,,,305
1234163,ASCORIL+EXPT. 120ML,,(GLENMARK),,,115
1234165,ASCORIL LS SYP 100ML,,(GLENMARK),,,108
1234168,KERA-FM 60ML,,(IPCA),,,719.95
1234170,WOCKGAIN CAP 1*10,,MEDWOCK PHARMACEUTICALS,,,220
1234173,TICASAVE-60 1*14,,ERIS-{ ADURA },,,252
1234175,KERA-FM 60ML,,(IPCA),,,719.95
1234178,GLISEN VM-1 1*10,,(ALEMBIC),,,137.1
1234180,DOLONEX E-60 1*15,,PFIZER-( INTIMA ),,,192
1234182,DOLONEX E-90 1*15,,PFIZER-( INTIMA ),,,216
1234184,DOLONEX E-120 1*15,,PFIZER-( INTIMA ),,,279
1234186,TELLZY CH 80 1*15,,(ALEMBIC),,,372
1234188,REMO V-100+50 1*10,,GLENMARK-[ HEALTHEON ],,,153.5
1234191,REMOZEN V-100+50 1*10,,GLENMARK-[ ZOLTAN CARE ],,,153.5
1234193,CLINDAC-AP GEL 15GM,,ALKEM-(*DERMACARE ),,,300
1234195,PRULASTIN-20 TAB 1*10,,ALKEM-(ARISE),,,133
1234196,PRULASTIN-M TAB 1*10,,ALKEM-(ARISE),,,172
1234198,ROVOR-15 TAB 1*10,,TORRENT,,,175
1234200,ROVOR-10 TAB 1*10,,TORRENT,,,175
1234202,ROVOR-20 TAB 1*10,,TORRENT,,,275
1234204,CELOL MAX 1*10,,(EMCURE),,,331
1234206,PROXYM ER-200 1*10,,(EMCURE),,,238.95
1234208,Q-GOLD 1*10,,(PHARMED),,,645
1234210,DAPALEX-5 1*10,,AJANTA-[ NUVENTA ],,,145
1234211,DAPALEX-10 1*10,,AJANTA-[ NUVENTA ],,,155
1234215,ALCAREX E/D 5ML,,(AJANTA),,,241
1234217,AP DROP-DM E/D 5ML,,(AJANTA),,,129.01
1234219,AQUASOFT LOT 100ML,,(AJANTA),,,257
1234221,AQUASOFT S BAR 75GM,,(AJANTA),,,171
1234223,OCUMOIST MAX E/D 10ML,,(AJANTA),,,281
1234225,ALTORAN-40 1*10,,(ALEMBIC),,,93.05
1234227,BLADMIR S-50 1*10,,(ALEMBIC),,,352
1234229,GERISTART TAB 1*10,,(ALEMBIC),,,153
1234231,PROTINULES POWD.... 200GM,,(ALEMBIC),,,413
1234233,HALOTOP-S LOT 50ML,,(IPCA),,,331.35
1234236,DURAPAIN TAB 1*10,,ABBOTT INDIA LIMITED,,,1
1234240,ENZOWIN-XT 10*10,,WINMARK,,,300
1234242,STONE SYP (B.B.) 200ML,,B B LABORATORIES,,,135
1234244,ROVOR-2.5 1*10,,TORRENT,,,126.35
1234248,PANTEC-DSR CAP 1*10,,CONCEPT PHARMA.LTD,,,108
1234249,RIFA I-6 KID TAB 1*10,,CONCEPT PHARMA.LTD,,,21
1234250,RIFA I-6 TAB 1*10,,CONCEPT PHARMA.LTD,,,88
1234252,DISOGEL SYP 200ML,,CONCEPT PHARMA.LTD,,,108
1234253,FLUCREME NM OINT 10GM,,CONCEPT PHARMA.LTD,,,68
1234254,HEPACEF SYP 300ML,,CONCEPT PHARMA.LTD,,,125
1234256,IBUCON PLUS SYP 70ML,,CONCEPT PHARMA.LTD,,,28.5
1234259,SYNABRON-LS EXPECTORANT 100ML,,CONCEPT PHARMA.LTD,,,90
1234261,SYNABRON-DC PLUS SYP 100ML,,CONCEPT PHARMA.LTD,,,76.8
1234262,LAFIX-O TAB 1*10,,CONCEPT PHARMA.LTD,,,139
1234263,LAFIX-200 TAB 1*10,,CONCEPT PHARMA.LTD,,,140
1234265,RIFA I-6 E(COMBI-STRIP) 1 STRIP,,CONCEPT PHARMA.LTD,,,13.6
1234266,RIPE KIT (COMBI-STRIP) 1 STRIP,,CONCEPT PHARMA.LTD,,,20.45
1234268,RIFA I-6 FORTE TAB 1*10,,CONCEPT PHARMA.LTD,,,112
1234270,RIFA I-6 KID FORTE 1*10,,CONCEPT PHARMA.LTD,,,43.3
1234271,RIFACEPT-3 TAB 1*10,,CONCEPT PHARMA.LTD,,,58.5
1234272,RIFACEPT KID-3 TAB 1*10,,CONCEPT PHARMA.LTD,,,31.3
1234274,TOZAAR-25 1*10,,(TORRENT),,,34.8
1234276,ZUCATOR 100 1*10,,(TORRENT),,,138.5
1234278,ZAC-D PLUS SYP 200ML,,ERIS-{ MONTANA },,,140
1234280,OLKEM BETA-50 1*10,,(ALKEM),,,185
1234282,OLYMPRIX-20 1*15,,(ALKEM),,,206
1234284,TSART TRIO-12.5 1*10,,(ALKEM),,,207
1234286,TORGLIP M-SR-500 TAB 1*10,,TORRENT (AZUCA),,,76.8
1234288,DAPANOVA-5 MG 1*15,,MEDLEY-( NUTRAKARE ),,,135
1234289,DAPANOVA-10 MG 1*15,,MEDLEY-( NUTRAKARE ),,,197
1234292,VOAGE-10 MG 1*10,,ALEMBIC ( OURON ),,,108.4
1234293,VOAGE-5 MG 1*10,,ALEMBIC ( OURON ),,,85
1234296,RIVALTO-10 10*14,,ERIS-{ ADURA },,,210
1234298,RIVALTO-15 10*14,,ERIS-{ ADURA },,,210
1234299,RIVALTO-2.5 10*14,,ERIS-{ ADURA },,,140
1234301,RIVALTO-20 10*14,,ERIS-{ ADURA },,,280
1234303,COLOSPA-X 1*15,,(ABOTT),,,305
1234305,RIVARED-10 1*10,,DR.REDDY^S LABORATORIES LTD.,,,249
1234307,RIVARED-15 1*10,,DR.REDDY^S LABORATORIES LTD.,,,299
1234309,RIVARED-20 1*10,,DR.REDDY^S LABORATORIES LTD.,,,349
1234311,BRO-ZEDEX SYP 100ML,,(DRL),,,142.5
1234315,TIDE E-10 TAB 1*10,,TORRENT (DELTA),,,267.5
1234317,TIDE E-20 TAB 1*10,,TORRENT (DELTA),,,290
1234319,ABHAYRAB 1,,HUMAN BIOLOGICALS INSTITUT,,,359.67
1234321,GOLDCAL D-3 CAP 1*4,,(RONYD),,,131.5
1234322,GOLDCAL-HD 1*10,,(RONYD),,,129
1234323,GOLDCAL MAX 1*10,,(RONYD),,,289.9
1234325,LUXURY CAP 1*10,,(RONYD),,,599
1234327,ACOTRUST-OD 1*10,,DR.REDDY^S LABORATORIES LTD.,,,385
1234329,RIVATANE-10 MG 1*10,,MEDLEY-( NUTRAKARE ),,,110
1234330,RIVATANE-15 MG 1*10,,MEDLEY-( NUTRAKARE ),,,130
1234331,RIVATANE-2.5 MG 1*10,,MEDLEY-( NUTRAKARE ),,,55
1234332,RIVATANE-20 MG 1*10,,MEDLEY-( NUTRAKARE ),,,140
1234334,DAPANORM-10 TAB 1*10,,ALKEM-(*METABOLICS),,,175
1234335,DAPANORM-5 TAB 1*10,,ALKEM-(*METABOLICS),,,139
1234337,RISNIA PLUS-MD 1*10,,CIPLA ( IMPULSE-2 ),,,64.54
1234339,AUXERG CREAM 50GM,,CIPLA ( IMPULSE-2 ),,,242
1234341,MAGE-0.5 1*10,,ERIS(PHOENIX),,,88.7
1234342,MAGE-1 1*10,,ERIS(PHOENIX),,,145
1234343,MAGE-2 1*10,,ERIS(PHOENIX),,,231.65
1234344,MAGE V-0.2 1*10,,ERIS(PHOENIX),,,165
1234345,MAGE V-0.3 1*10,,ERIS(PHOENIX),,,165
1234347,CO-ROSIFLEX 8GM,,ERIS-{ NIKKOS },,,94
1234349,CO-ROSIFLEX ACE 7GM,,ERIS-{ NIKKOS },,,103
1234351,ROSIFLEX-C 1,,ERIS-{ NIKKOS },,,396
1234353,ROSIFLEX TRIO CAP 1*14,,ERIS-{ NIKKOS },,,746.9
1234355,TELMED-CT 1*10,,(MEDLEY),,,124
1234357,SONIRAB-DSR 1*10,,(RONYD),,,104
1234359,PRUSOFT CREAM 100GM,,AJANTA-[ AXYS ],,,280
1234361,AZUSA-8 1*10,,AJANTA SOLESTA,,,87.5
1234363,AZUSA T-8/40 1*10,,AJANTA SOLESTA,,,139
1234365,DYDROFEM TAB 1*10,,EMCURE:-[ PHARMA LTD ],,,604.45
1234367,ENZELO-10000 CAP 1,,ZUVENTUS-( GROMAXX ),,,203.32
1234369,ENZELO-25000 CAP 1,,ZUVENTUS-( GROMAXX ),,,530.95
1234371,LIPIOUT-F 1*10,,FOREGEN HEALTHCARE PVT.LTD.,,,180
1234374,CANDID LOTION 30ML,,(GLENMARK),,,119.95
1234376,NEB-ZMART G RESP 1*5,,(GLENMARK),,,236.5
1234379,APREZO 20MG 1*4,,(GLENMARK),,,100.5
1234381,ELOVERA IMF CREAM 50GM,,(GLENMARK),,,355
1234383,ASAR CT-40/12.5 1*10,,(GLENMARK),,,140
1234387,ASAR CT-40/6.25 1*10,,(GLENMARK),,,128
1234389,DABIGZA-150MG 1*10,,(GLENMARK),,,301
1234392,EPTUS T-10 1*10,,(GLENMARK),,,273
