itemid,ITENNAME,pack,manufacturer,CATG,SUBCATG,mrp
TIN0144,TINETY-ER 12.5 TAB 10'S,,TREATSURE PHARMA PVT LTD,PHARMA,TABLET,
TIN0150,TINETY-ER 25 TAB 10''S,,TREATSURE PHARMA PVT LTD,PHARMA,TABLET,
TIN0151,TINCET-F CHEW TAB 10'S,,LAVANYA BIOTECH,PHARMA,TABLET,
TIO0002,TIOVA 18MCG ROTACAPS 15'S,,CIPLA LTD,PHARMA,CAPSULE,
TIO0004,TIOFORM RESPICAPS,,GERMAN REMEDIES LTD,PHARMA,CAPSULE,
TIO0007,TIOVA 9MCG 200MD INHALER ***,,CIPLA LTD,PHARMA,INHALER,
TIO0012,TIOMATE TRANSCAP 15'S,,LUPIN LABORATORIES LTD,PHARMA,CAPSULE,
TIO0021,TIOVA 9MCG INHALER 200MD,,CIPLA LTD,PHARMA,INHALER,
TIO0024,TIOVA 18MCG ROTACAPS 20'S,,CIPLA LTD,PHARMA,CAPSULE,
TIO0025,TIOVA 18MCG ROTACAPS 30'S,,CIPLA LTD,PHARMA,CAPSULE,
TIP0025,TIPTENGIO 25/5MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
TIP0026,TIPTENGIO 10/5MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
TIT0011,TITANIC-K2 CAP GRMS,,ACME-ACME Corporation,FMCG,OTC,
TIX0001,TIXYLIX NEW SYRUP 60ML,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
TIX0016,TIXYLIX LS 100ML SYP,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
TIX0019,TIXYLIX P SYP 60ML,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
TIZ0005,TIZAN 2MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TIZ0019,TIZALUD-DP TAB 10'S,,RAVENBHEL PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
TME0001,T-MEND CAP 10'S,,TROIKAA PHARMACEUTICALS,PHARMA,CAPSULE,
TMI0002,T-MINIC COLD ORANGE ORAL DROPS 15ML,,HINDUSTAN UNILEVER LIMITED(HFD),FMCG,OTC,
TMI0003,T-MINIC 60 ML SYP,,HINDUSTAN UNILEVER LIMITED(HFD),FMCG,OTC,
TMI0010,T-MINIC DROPS 30ML,,NOVARTIS INDIA LTD,PHARMA,DROPS,
TMI0013,T-MINIC COLD SYRUP 60ML,,NOVARTIS INDIA LTD,PHARMA,LIQUID,
TMT0004,TMT 0.5% EYE DROPS 5ML,,NOBLE HEALTHCARE,PHARMA,DROPS,
TNI0002,TNIB TAB 15'S,,MICRO LABS LTD,PHARMA,TABLET,
TNT0002,TNT D3 60K GRANULES 1G,,TNT LIFE SCIENCES,PHARMA,POWDER,
TOB0001,TOBA EYE DROPS 5ML,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,DROPS,
TOB0003,TOBACIN 5 ML DROP,,ARISTO PHARMACEUTICALS PVT LTD,PHARMA,DROPS,
TOB0017,TOBASTAR F EYE DROPS,,MANKIND PHARMA PVT LTD,PHARMA,DROPS,
TOB0022,TOBASTAR 5ML EYE/EAR DROPS,,MANKIND PHARMA PVT LTD,PHARMA,DROPS,
TOB0038,TOBA DM 10ML DROP,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,DROPS,
TOB0052,TOB E/D 5ML DROP,,MEDIVISION LIFESCIENCES PVT LTD,PHARMA,DROPS,
TOB0075,TOBA F 5ML EYE DROPS,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,DROPS,
TOB0077,TOBAVUE 5ML EYE DROPS,,ALLERGAN IND PVT LTD,PHARMA,DROPS,
TOB0091,TOBRAVIS 0.3%W/V EYE DROPS 5ML,,QUEST PHARMACEUTICALS PVT LTD,PHARMA,DROPS,
TOC0043,TOCO  TRIO  TAB 10'S,,KEE PHARMA LTD,PHARMA,TABLET,
TOC0049,TOCOFIL 200MG SOFTGEL CAP 10'S,,FOURRTS (INDIA) LABORATORIES PVT LTD,PHARMA,CAPSULE,
TOC0053,TOCOGUARD SOFTGEL CAP 10'S,,BSA PHARMA INC,PHARMA,CAPSULE,
TOC0054,TOCAMIDE 100MG TAB 15'S,,ALEMBIC LTD,PHARMA,TABLET,
TOC0061,TOCOFIL 200MG SOFTGEL CAP 15'S,,FOURRTS (INDIA) LABORATORIES PVT LTD,PHARMA,CAPSULE,
TOC0065,TOCOGEM TAB 10'S,,AZMED HEALTHCARE PVT LTD,PHARMA,TABLET,
TOC0072,TOCONAF SOFTGEL CAP 15'S,,WELLVIO HEALTHCARE PVT LTD,PHARMA,CAPSULE,
TOC0076,TOCOGEM-LC TAB 10'S,,AZMED HEALTHCARE PVT LTD,PHARMA,TABLET,
TOF0023,TOFICALM 100MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TOF0024,TOFICALM 50MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TOF0027,TOFISERN 50 MG TAB 10'S,,CONSERN PHARMA LTD,PHARMA,TABLET,
TOF0028,TOFISERN 100 MG TAB 10'S,,CONSERN PHARMA LTD,PHARMA,TABLET,
TOF0036,TOFADOZ TAB 10'S,,MSN LABORATORIES LTD,PHARMA,TABLET,
TOF0037,TOFAJAK TAB 60'S,,CIPLA LTD,PHARMA,TABLET,
TOF0038,TOFE TAB 10'S,,ALKEM LABORATORIES LTD,PHARMA,TABLET,
TOF0040,TOFATAS 5 TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
TOF0044,TOFASHINE 5MG TAB 10'S,,SUN PHARMA LABORATORIES LTD.,PHARMA,TABLET,
TOI0005,TOILET TISSUE PAPER  ( LARGE),,ADONIS LABORATORIES PVT LTD,FMCG,MISCELLANEOUS,
TOL0003,TOLOL-XR 50MG TAB 15'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOL0010,TOLPA D TAB 10'S,,MICRO LABS LTD,PHARMA,TABLET,
TOL0011,TOLOL XR 12.5MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOL0023,TOLFREE 150MG TAB 10'S,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,TABLET,
TOL0030,TOLIFAST 150MG TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
TOL0043,TOLDIN ER 600MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOL0057,TOLIFAST SR 450MG TAB 6'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
TOL0063,TOLPERITAS 150MG TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
TOL0073,TOLKEM 150MG TAB 10'S,,ALKEM LABORATORIES LTD,PHARMA,TABLET,
TOL0074,TOLAGIN 4MG TAB 10'S,,PHARMED LIMITED,PHARMA,TABLET,
TOL0084,TOLVAT 15MG TAB 4'S,,MSN LABORATORIES LTD,PHARMA,TABLET,
TOL0085,TOLVAT 30MG TAB 4'S,,MSN LABORATORIES LTD,PHARMA,TABLET,
TOL0086,TOLSAMA 15MG TAB 4'S,,MSN LABORATORIES LTD,PHARMA,TABLET,
TOL0088,TOLPERITAS-D TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
TOL0093,TOLIFAST D TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
TOL0096,TOLAGIN GEL 30G,,PHARMED LIMITED,PHARMA,OINTMENT,
TOL0111,TOLPAZEN TAB 10'S,,MICRO LABS LTD,PHARMA,TABLET,
TOL0117,TOLAZ LA 300MG VAIL KIT,,TORRENT (AZUCA),PHARMA,INJECTION,
TOL0136,TOLMOVE-150MG TAB 10'S,,LA RENON HEALTHCARE PVT LTD,PHARMA,TABLET,
TOL0137,TOLBANG-D TAB 10'S,,AAREEN HEALTHCARE PVT LTD,PHARMA,TABLET,
TOL0149,TOLMOVE-450MG SR TAB 10'S,,LA RENON HEALTHCARE PVT LTD,PHARMA,TABLET,
TOL0165,TOLOL-XR 25MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOL0166,TOLOL-XR 50MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOL0172,TOLAZ DT 2.5MG TAB 15'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOL0196,TOLODERM 1% DUSTING POWDER 100G,,MDC PHARMACEUTICALS PVT LTD,PHARMA,POWDER,
TON0001,TONACT FORTE TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
TON0002,TONACT 10 MG TAB 15'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
TON0003,TONACT 20 MG TAB 15'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
TON0005,TONACT 5 MG TAB 15'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
TON0006,TONACT ASP 75 MG CAP 15'S,,LUPIN LABORATORIES LTD,PHARMA,CAPSULE,
TON0008,TONOFERON 15 ML DROP,,EAST INDIA PHARMACEUTICALS,PHARMA,DROPS,
TON0012,TONACT TG 20MG TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
TON0013,TONACT EZ 10MG TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
TON0015,TONOFERON 200 ML,,EAST INDIA PHARMACEUTICALS,PHARMA,LIQUID,
TON0020,TONACT 80MG TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
TON0037,TONOFERON  SYP 400ML,,EAST INDIA PHARMACEUTICALS,PHARMA,LIQUID,
TON0038,TONACT TG 10MG TAB 15'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
TON0057,TONACT-D 10MG TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
TON0072,TONEFAST-DSR CAP 10'S,,STEADCARE LIFESCIENCES,PHARMA,CAPSULE,
TON0073,TONACT-ASP 150MG CAPS,,LUPIN LABORATORIES LTD,PHARMA,CAPSULE,
TON0075,TONENGLO FACE WASH GEL(100GM),,INTAS PHARMACEUTICALS LTD,FMCG,PERSONAL CARE,
TON0078,TONNER XL CREAM 20G,,CURE WELL DRUGS & PHARMACEUTICALS,PHARMA,OINTMENT,
TON0116,TONACT 40MG TAB 15'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
TON0121,TONACT EZ 10MG TAB 15'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
TON0122,TONACT EZ 20MG TAB 15`S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
TOO0015,TOOTHMIN PASTE 70G,,ABBOTT LABORATORIES,FMCG,PERSONAL CARE,
TOP0001,TOPAMAC 100 MG TAB 10'S,,ETHNOR LTD (A DIVOF JOHNSONS PVT LTD,PHARMA,TABLET,
TOP0002,TOPAMAC 25 MG TAB 10'S,,ETHNOR LTD (A DIVOF JOHNSONS PVT LTD,PHARMA,TABLET,
TOP0003,TOPAMAC 50 MG TAB 10'S,,ETHNOR LTD (A DIVOF JOHNSONS PVT LTD,PHARMA,TABLET,
TOP0004,TOPAZ-100MG TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
TOP0005,TOPAZ-25MG TAB 15's,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
TOP0006,TOPAZ-50MG TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
TOP0012,TOPCID 40 MG TAB 14'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOP0027,TOPIROL 25 MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TOP0028,TOPIROL 50 MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TOP0030,TOPNAC P TAB 10'S,,SYSTOPIC LABORATORIESS PVT LTD,PHARMA,TABLET,
TOP0063,TOPINATE CREAM - 30G,,SYSTOPIC LABORATORIESS PVT LTD,PHARMA,OINTMENT,
TOP0066,TOPISAL 3% 20GM OINT,,SYSTOPIC LABORATORIESS PVT LTD,PHARMA,OINTMENT,
TOP0076,TOPISAL-3% 30ML LOTION,,SYSTOPIC LABORATORIESS PVT LTD,PHARMA,LIQUID,
TOP0106,TOPCORT 15G  CREAM,,CIPLA LTD,PHARMA,OINTMENT,
TOP0133,TOPEX EXP 60ML,,CIPLA LTD,PHARMA,LIQUID,
TOP0150,TOPISAL 6% 20GM OINT,,KEIMEDS PVT LTD,PHARMA,OINTMENT,
TOP0156,TOPLAP CREAM 30G,,CURATIO HEALTH CARE PVT LTD,PHARMA,OINTMENT,
TOP0160,TOPICON-50MG TAB 10'S,,ALBERT DAVID LTD,PHARMA,TABLET,
TOP0216,TOPEX SYRUP 100ML,,OZONE PHARMACEUTICALS LTD,PHARMA,LIQUID,
TOP0260,TOPISAL 6% 30GM OINT,,SYSTOPIC LABORATORIESS PVT LTD,PHARMA,OINTMENT,
TOP0261,TOPISAL 3% 30GM OINT,,SYSTOPIC LABORATORIESS PVT LTD,PHARMA,OINTMENT,
TOP0263,TOPICON 25MG TAB 10'S,,CRA-CRANIALZ,PHARMA,TABLET,
TOP0264,TOPISAL 6%  50ML LOTION,,SYSTOPIC LABORATORIESS PVT LTD,FMCG,LIQUID,
TOP0310,TOPFENAC MR TAB 10'S,,AAREEN HEALTHCARE PVT LTD,PHARMA,TABLET,
TOP0313,TOPISAL-3%W/V LOTION 50ML,,SYSTOPIC LABORATORIESS PVT LTD,PHARMA,OINTMENT,
TOP0317,TOPP D TAB 10'S,,SYSTOPIC LABORATORIESS PVT LTD,PHARMA,TABLET,
TOP0333,TOPIFORT NX 15ML  LOTION,,FRANCO INDIA PHARMACEUTICALS PVT LTD,PHARMA,LIQUID,
TOP0343,TOPISAL-6% 30ML LOTION,,SYSTOPIC LABORATORIESS PVT LTD,PHARMA,LIQUID,
TOP0389,TOPCROP SOFTGEL CAP,,ABOURGE INTERNATIONAL LTD,PHARMA,CAPSULE,
TOP0395,TOPINATE AL GEL 30G,,SYSTOPIC LABORATORIESS PVT LTD,PHARMA,OINTMENT,
TOP0397,TOPAZ-50MG TAB 15'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
TOP0398,TOPAZ-100MG TAB 15'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
TOP0402,TOPZOLE-DSR CAP 10'S,,BIOTEL LABORATORIES,PHARMA,CAPSULE,
TOP0413,TOPFENAC 50ML ORTHOPAEDIC OIL (AAREEN),,AAREEN HEALTHCARE PVT LTD,FMCG,AYURVEDIC,
TOP0491,TOPATE 50 TAB 10'S,,TAS MEDS INDIA PVT LTD,PHARMA,TABLET,
TOR0005,TORLEVA 250 MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0006,TORLEVA 500 MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0012,TORVATE 300 MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0013,TORVATE 500 MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0022,TORGET 20 MG TAB 10'S,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,TABLET,
TOR0025,TORGET 10MG TAB 10'S,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,TABLET,
TOR0027,TORGET PLUS TAB 10'S,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,TABLET,
TOR0033,TORLEVA 100ML SYP,,TORRENT (AZUCA),PHARMA,LIQUID,
TOR0035,TORVATE 200MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0039,TORSINEX 10 MG TAB 10'S,,MICRO LABS LTD,PHARMA,TABLET,
TOR0040,TORSINEX 20MG TAB 10'S,,MICRO LABS LTD,PHARMA,TABLET,
TOR0053,TORSINEX PLUS TAB 10'S,,MICRO LABS LTD,PHARMA,TABLET,
TOR0054,TORLEVA 750MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0057,TOREX SYRUP 100ML,,TORQUE PHARMACEUTICALS PVT LTD,PHARMA,LIQUID,
TOR0060,TORGET 5MG TAB 10'S,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,TABLET,
TOR0063,TORSID 10MG TAB 10'S,,ARISTO PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
TOR0065,TORFIX TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0102,TOREX JUNIOR COUGH  60ML SYP,,TORQUE PHARMACEUTICALS PVT LTD,PHARMA,LIQUID,
TOR0128,TORMIDE 10MG TAB 10'S,,ACCUREX BIOMEDICAL PVT.LTD,PHARMA,TABLET,
TOR0162,TORVATE CHRONO 200MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0164,TORVATE CR 500MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0221,TORBULK   90GM  POWDER,,TORRENT (AZUCA),PHARMA,POWDER,
TOR0222,TORVATE CHRONO 500MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0228,TORADOL P TAB 10'S,,RAVENMAC PHARMA PVT LTD,PHARMA,TABLET,
TOR0274,TORCILIN 10MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0285,TORFIX 400MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0295,TORCILIN-T TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0300,TORMIDE S TAB 10'S,,PANVIK PHARMACEUTICALS LTD,PHARMA,TABLET,
TOR0317,TORVIGRESS-20 TAB 10'S,,LA RENON HEALTHCARE PVT LTD,PHARMA,TABLET,
TOR0325,TORVIGRESS-100 TAB 10'S,,LA RENON HEALTHCARE PVT LTD,PHARMA,TABLET,
TOR0330,TORVIGRESS-40MG TAB 10'S,,LA RENON HEALTHCARE PVT LTD,PHARMA,TABLET,
TOR0398,TORGICAL PLUS S/F ORANGE FLAV SACHET 10G,,TORWAY PHARMACIA (P) LTD,PHARMA,POWDER,
TOR0427,TORPLAT 90MG TAB 14'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0432,TORSICARE-S TAB 10'S,,WELCURE PHARMA,PHARMA,TABLET,
TOR0434,TORGLIP 50MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0435,TORGLIP M 50/500MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0436,TORGLIP M 50/850MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0437,TORGLIP M 50/1000MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0441,TORSID PLUS 10/50MG TAB 10'S,,ARISTO PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
TOR0469,TORGLIP M SR 500 TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOR0470,TORLIS-10 TAB 10'S,,SEMPER FIDELIS HEALTHCARE PVT LTD,PHARMA,TABLET,
TOR0480,TORSALT-PLUS TAB 10'S,,DIICOR HEALTHCARE,PHARMA,TABLET,
TOR0481,TORSALT-10 TAB 10'S,,DIICOR HEALTHCARE,PHARMA,TABLET,
TOR0486,TORGLIP OD 100 TAB 10'S,,TORRENT PHARMA LTD,PHARMA,TABLET,
TOR0491,TORPANEL 6 TAB 10'S,,TORRENT PHARMACEUTICALS LTD,PHARMA,TABLET,
TOR0495,TORGLIP R TAB 10'S,,TORRENT PHARMA LTD,PHARMA,TABLET,
TOR0504,TORCERIN-NT TAB 10'S,,AAR ESS REMEDIES PVT LTD,PHARMA,TABLET,
TOR0513,TOR-HDR TG TAB,,3M INDIA LTD,PHARMA,TABLET,
TOR0516,TORLIS-100 TAB 10'S,,SEMPER FIDELIS HEALTHCARE PVT LTD,PHARMA,TABLET,
TOS0002,TOSSEX SYP - 100ML,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
TOS0003,TOSSEX DMR SYRUP 100ML,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
TOS0033,TOSSEX 100ML NEW SYP,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
TOS0042,TOSSRID S/F SYP 100ML,,TORWAY PHARMACIA (P) LTD,PHARMA,LIQUID,
TOT0045,TOTALIS CAP 14'S,,SHIELD HEALTHCARE PVT LTD,PHARMA,CAPSULE,
TOU0015,TOUCH TEAR  EYE DROPS 10ML,,SUNTEC PHARMA PVT LTD,PHARMA,DROPS,
TOU0032,TOUJEO SOLOSTAR 300U/ML INJ,,SANOFI AVENTIS INDIA LTD,PHARMA,INJECTION,
TOU0034,TOUCH TEAR ULTRA 10ML EYE DROPS,,SUNTEC PHARMA PVT LTD,PHARMA,DROPS,
TOU0036,TOUSTAR REUSABLE INSULIN DELIVERY DEVICE 300UNITS/ML (SANOFI,,SAN-SANOFI,PHARMA,INJECTION,
TOU0037,TOUJEO 300U/ML CARTRIDGE 1.5ML 3'S,,SAN-SANOFI,PHARMA,INJECTION,
TOV0004,TOVAXO 2.5ML EYE DROPS,,AJANTA PHARMA LTD,PHARMA,DROPS,
TOV0005,TOVAXO T EYE DROP 5ML,,AJANTA PHARMA LTD,PHARMA,DROPS,
TOX0023,TOXTRAL TAB 10'S,,DEXTOX REMEDIES,PHARMA,TABLET,
TOX0032,TOXIPHAGE FORTE CAP 10'S,,BIOKINDLE LIFESCIENCES PVT LTD,PHARMA,CAPSULE,
TOZ0001,TOZAAR 25 MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOZ0002,TOZAAR 50 MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TOZ0003,TOZAAR-H TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
TPR0001,T-PRESSIN 1.0MG 10ML INJ,,UNITED LABORATORIES,PHARMA,INJECTION,
TRA0003,TRAMAZAC 50 MG CAP 10'S,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,CAPSULE,
TRA0007,TRANOSTAT TAB 10'S,,OZONE PHARMACEUTICALS LTD,PHARMA,TABLET,
TRA0008,TRAPEX 1 MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRA0009,TRAPEX 2 MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRA0047,TRAPIC 500MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRA0050,TRAPIC MF TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRA0052,TRAZONIL 25MG TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
TRA0056,TRAVATAN 2.5ML DROP,,ALCON LABORATORIES PVT LTD,PHARMA,DROPS,
TRA0061,TRABEST TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
TRA0065,TRAZONIL 50MG TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
TRA0074,TRAPIC-E TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRA0076,TRAZONIL 100 MGTAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
TRA0077,TRAXOL O 200 MG TAB 10'S,,CACHET PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
TRA0111,TRANCODOL DT 5MG TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
TRA0114,TRAMADOL 2ML INJ,,RANBAXY LABORATORIES,PHARMA,INJECTION,
TRA0116,TRAXOL S 1.5GM  INJ,,CACHET PHARMACEUTICALS PVT LTD,PHARMA,INJECTION,
TRA0153,TRANOSTAT 5ML INJ,,OZONE PHARMACEUTICALS LTD,PHARMA,INJECTION,
TRA0195,TRAVACOM 2.5 ML  EYE DROPS,,ALCON LABORATORIES PVT LTD,PHARMA,DROPS,
TRA0223,TRANSPACER  V,,LUPIN LABORATORIES LTD,PHARMA,DEVICE,
TRA0239,TRANIL-SP TAB 10'S,,CHEM MED PHARMACEUTICALS LTD,PHARMA,TABLET,
TRA0259,TRANIL MR TAB 10'S,,CHEM MED PHARMACEUTICALS LTD,PHARMA,TABLET,
TRA0260,TRANIL PLUS TAB 10'S,,CHEM MED PHARMACEUTICALS LTD,PHARMA,TABLET,
TRA0282,TRAYODASHANG GUGGUL TAB,,AYU-AYURVEDIC,FMCG,AYURVEDIC,
TRA0312,TRAZER F TAB 10'S,,CORONA REMEDIES LTD,PHARMA,CAPSULE,
TRA0348,TRAVO Z EYE DROPS,,MICRO LABS LTD,PHARMA,DROPS,
TRA0388,TRACFREE TAB 10'S,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,TABLET,
TRA0391,TRAPIC 650 MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
TRA0467,TRAFACE 75ML LOTION,,THE LITMAAN REMEDIES,PHARMA,LIQUID,
TRA0490,TRAJENTA 5MG TAB 10'S,,BOEHRINGER INGELHEIM INDIA PVT LTD,PHARMA,TABLET,
TRA0495,TRAVOSUN 3ML EYE DROPS,,SUNWAYS INDIA PVT LTD,PHARMA,DROPS,
TRA0517,TRAVISIGHT 0.004%W/V EYE DROPS 3ML,,ALEMBIC LTD,PHARMA,DROPS,
TRA0522,TRAVATAN 0.004% DROPS,,ALCON LABORATORIES PVT LTD,PHARMA,DROPS,
TRA0532,TRAMAZAC-P TAB 10'S,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,TABLET,
TRA0626,TRAPCAL TAB,,DR KUMARS PHARMACEUTICALS,PHARMA,TABLET,
TRA0635,TRAJENTA DUO 2.5MG /500MG TAB 10'S,,BOEHRINGER INGELHEIM INDIA PVT LTD,PHARMA,TABLET,
TRA0637,TRAJENTA DUO 2.5MG/1000MG TAB 10'S,,BOEHRINGER INGELHEIM INDIA PVT LTD,PHARMA,TABLET,
TRA0638,TRAJENTA DUO 2.5MG/850MG TAB 10'S,,BOEHRINGER INGELHEIM INDIA PVT LTD,PHARMA,TABLET,
TRA0639,TRAZER M FORTE TAB 6'S,,CORONA REMEDIES LTD,PHARMA,TABLET,
TRA0643,TRAZER F FORTE TAB 10'S,,CORONA REMEDIES LTD,PHARMA,TABLET,
TRA0720,TRACK-D TAB 10'S,,LIFESCANS PHARMA  PVT LTD,PHARMA,TABLET,
TRA0737,TRACNIL POWDER 5G,,CURATIO HEALTH CARE PVT LTD,PHARMA,POWDER,
TRA0745,TRANESMA PLUS TAB 10'S,,AKUMENTIS HEALTHCARE LTD,PHARMA,TABLET,
TRA0747,TRAVOSUN-T EYE DROPS 2.5ML,,SUNWAYS INDIA PVT LTD,PHARMA,DROPS,
TRA0813,TRANSFER 5000IU/0.5ML INJ,,ALNICHE LIFE SCIENCES PVT LTD,PHARMA,INJECTION,
TRA0850,TRANSGLO-250MG TAB 10'S,,IZNG PHARMACEUTICALS,PHARMA,TABLET,
TRA0866,TRAVOPURE 0.004%W/V EYE DROPS 3ML,,MANKIND PHARMA PVT LTD,PHARMA,DROPS,
TRA0873,TRADGABA-M 75MG CAP 10'S,,TRADMOD LIFESCIENCES PVT LTD,PHARMA,CAPSULE,
TRA0920,TRAVID-625 LB TAB 10'S,,TRANS LIFE SCIENCES,PHARMA,TABLET,
TRA0921,TRANOSTAT-MF TAB 10'S,,OZONE PHARMACEUTICALS LTD,PHARMA,TABLET,
TRA0925,TRACFREE KM SUSP 100ML,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,LIQUID,
TRA0944,TRAXOL-T 125MG INJ,,CACHET PHARMACEUTICALS PVT LTD,PHARMA,INJECTION,
