item_code,brand_x,brand_y,id,mrp,Apollo code,Apollo brand,manufacturer
MEN0269,mentagen-10 tab 10's,mentagen 10mg tablet 10s,380740,20.1,MEN0269,mentagen-10 tab 10's,CELLGEN BIOPHARMA LLP
MEP0212,meprate-sr 30 tab 10's,meprate sr 30 tablet 10s,377118,15.72,MEP0212,meprate-sr 30 tab 10's,SERUM INSTITUTE LTD
MEQ0002,meqsel 0.5mg tab 30's,meqsel 0.5mg tablet 30s,378362,48500,MEQ0002,meqsel 0.5mg tab 30's,NOVARTIS INDIA LTD
MET0285,metoclopramide 10mg tab 10's,metoclopramide 10 mg tablet 10s,239752,1.15,MET0285,metoclopramide 10mg tab 10's,RP BIOTECH PVT LTD
MET0671,metformin 500mg tab 10's,metformin 500mg tablet 10s,239475,2.52,MET0671,metformin 500mg tab 10's,GEN-GENERIC COMPANY
MET1208,metformin sr 1gm tab 10's,metformin 1000mg tablet 10s,239473,3.9,MET1208,metformin sr 1gm tab 10's,BIOCHEM PHARMACEUTICAL INDUSTRIES LTD
MET1209,metformin sr 500mg tab 10's,metformin 500mg tablet 10s,239475,2.52,MET1209,metformin sr 500mg tab 10's,BIOCHEM PHARMACEUTICAL INDUSTRIES LTD
MET2049,metlife 500 sr tab 10's,metlife 500mg tablet 10s,383857,2.13,MET2049,metlife 500 sr tab 10's,EDINBURGH PHARMACEUTICALS LTD
MET2222,metrowalk tab 10's,metrowalk tablet 10s,380774,28.2,MET2222,metrowalk tab 10's,WELMEN LIFESCIENCES PVT LTD
MEX0022,mexef  500 dt  tab 10's,mexef 500mg tablet dt 10s,240253,13.9,MEX0022,mexef  500 dt  tab 10's,PIRAMAL HEALTHCARE LTD
MEX0075,mexate 10mg tab 10's,mexate 10mg tablet 10s,378593,12.77,MEX0075,mexate 10mg tab 10's,CADILA HEALTHCARE LTD
MEX0076,mexate 2.5mg tab 10's,mexate 2.5mg tablet 10s,380314,5.03,MEX0076,mexate 2.5mg tab 10's,CADILA HEALTHCARE LTD
MEX0077,mexate 15mg tab 10's,mexate 15 tablet 10s,377115,42.37,MEX0077,mexate 15mg tab 10's,CADILA HEALTHCARE LTD
MEX0083,mexate 5mg tab 10's,mexate 5mg tablet 10s,378594,9.75,MEX0083,mexate 5mg tab 10's,CADILA HEALTHCARE LTD
MGC0004,mgc tab 10's,mlc tablet 10s,242455,9.9,MGC0004,mgc tab 10's,MEDICROP PHARMACEUTICALS
MIC0236,microcef-cv 100mg dt tab 10's ***,microcef cv 100mg dt tablet 10s,383793,21.2,MIC0236,microcef-cv 100mg dt tab 10's ***,MICRO LABS LTD
MIG0160,migoff-plus tab 10's,migoff-plus tablet 10s,380220,20.9,MIG0160,migoff-plus tab 10's,SARAAN REMEDIES
MIR0208,lupin mira-s 50 tab 10's ***,lupin mira s 50 tablet 10s,382994,50,MIR0208,lupin mira-s 50 tab 10's ***,LUPIN LABORATORIES LTD
MIT0158,mitogen-300 tab 10`s,mitogen 300 tablet 10s,381142,84.99,MIT0158,mitogen-300 tab 10`s,LIFELINE REMEDIES INDIA PVT LTD
MON0576,montecare lc tab 10's,montecare lc tablet 10s,243627,10.9,MON0576,montecare lc tab 10's,DRDAY PHARMA
MON0600,montegress-10 10's tab 10's,montegress 10mg tablet 10s,372010,12.7,MON0600,montegress-10 10's tab 10's,LA RENON HEALTHCARE PVT LTD
MON0861,montelukast 5mg tab 10's,montelukast 5mg tablet 10s,243700,1.2,MON0861,montelukast 5mg tab 10's,JAN AUSHADHI MARKETING FEDERATION LTD
MOX0298,moxilium cv 625mg tab 6's,moxilium cv 625mg tablet 6s,382285,17.67,MOX0298,moxilium cv 625mg tab 6's,BIOCHEM PHARMACEUTICAL INDUSTRIES LTD
MPL0007,m plus plus tab 10's,mgm plus tablet 10s,240416,13,MPL0007,m plus plus tab 10's,DTS-DT.STICS
MYO0021,myodura 5mg tab 14's,myodura 5 mg tablet 14s,247210,4.54,MYO0021,myodura 5mg tab 14's,WOCKHARDT LTD
MYO0024,myodura 2.5 mg tab 14's,myodura 2.5 mg tablet 14s,247208,2.66,MYO0024,myodura 2.5 mg tab 14's,WOCKHARDT LTD
MYP0042,myprazol d 40/10 tab 10's,myprazol d 40mg/10mg tablet 10s,380966,6.3,MYP0042,myprazol d 40/10 tab 10's,MYLAN PHARMACEUTICALS PVT LTD
MYT0073,mytera 250mg tab 120's,mytera 250mg tablet 120s,378354,17990,MYT0073,mytera 250mg tab 120's,MYLAN PHARMACEUTICALS PVT LTD
MYV0005,myvits tab 10's,myvits tablet 10s,247625,12,MYV0005,myvits tab 10's,THEO PHARMA PVT.LTD.
NCO0002,n-cobal plus tab 10's,n cobal plus tablet 10s,381641,19.5,NCO0002,n-cobal plus tab 10's,ADONIS LABORATORIES PVT LTD
NEF0117,nefrogard ds tab 10's,nefrogard ds tablet 10s,378814,36,NEF0117,nefrogard ds tab 10's,CENTAUR PHARMACETICALS PVT LTD
NEK0018,neksico-40 tab 10's,neksico 40mg tablet 10s,380720,10.5,NEK0018,neksico-40 tab 10's,HEALTHYWAYS PHARMACEUTICALS PVT LTD
NEO0386,neo-9 tab 10's,neo 9 tablet 10s,382831,11,NEO0386,neo-9 tab 10's,VATAVE HEALTHCARE
NEO0468,neoalfa tab 10's,neoalfa tablet 10s,379043,34.9,NEO0468,neoalfa tab 10's,NEOVAE BIOMEDICS PVT LTD
NEP0217,nephrokit tab 10's,nephrokit tablet 10s,381534,26.5,NEP0217,nephrokit tab 10's,NEPHRO STAR HEALTHCARE PVT LTD
NER0607,nervijen-d3 tab 10's,nervijen d3 tablet 10s,377368,18.9,NER0607,nervijen-d3 tab 10's,JENBURKT PHAMACEUTICALS LTD
NEU0003,neucobal od tab 10's,neucobal od tablet 10s,251351,14,NEU0003,neucobal od tab 10's,SUN PHARMACEUTICAL INDUSTRIES LTD
NEU0011,neurobion forte tab 10's,neurobion forte tablet 10s,251572,0.72,NEU0011,neurobion forte tab 10's,MERCK LTD
NEW0095,xtraglo new tab 10's ***,xtraglo new tablet 10s,252246,10,NEW0095,xtraglo new tab 10's ***,SUN PHARMACEUTICAL INDUSTRIES LTD
NEW0174,new nervsenz tab 10's,new nervsenz tablet sr 10s,379724,16.75,NEW0174,new nervsenz tab 10's,KOYE PHARMACEUTICALS
NIA0015,nia 250mg tab (1x10),nia 250mg tablet 10s,252947,4,NIA0015,nia 250mg tab (1x10),LUPIN LABORATORIES LTD
NIA0016,nia 500mg tab (1x10),nia 500mg tablet 10s,252948,4.5,NIA0016,nia 500mg tab (1x10),LARION LIFE SCIENCES PVT LTD
NIA0021,niadrive 375mg tab 10's,niadrive 375mg tablet 10s,252955,5,NIA0021,niadrive 375mg tab 10's,SUN PHARMACEUTICAL INDUSTRIES LTD
NIA0022,niadrive 500mg tab 10's,niadrive 500mg tablet 10s,252956,6.5,NIA0022,niadrive 500mg tab 10's,SUN PHARMACEUTICAL INDUSTRIES LTD
NIM0008,nimica  dt - 50mg tab 10's,nimica 50mg dt tablet 10s,376843,2,NIM0008,nimica  dt - 50mg tab 10's,IPCA LABORATORIES PVT LTD
NIM0017,nimulid mr tab 10's ***,nimulid md tablet 10s,254187,10.83,NIM0017,nimulid mr tab 10's ***,PANACEA BIOTEC LTD
NIM0043,nimeril 100mg tab 10's,nimeril md 100mg tablet 10s,385514,2.75,NIM0043,nimeril 100mg tab 10's,RALLIS PHARMACEUTICALS LTD
NIM0312,nimulid er tab 10's,nimulid md tablet 10s,254187,7.3,NIM0312,nimulid er tab 10's,PANACEA BIOTEC LTD
NIT0129,nitasafe dt tab 10's,nitasafe tablet 10s,382564,6.33,NIT0129,nitasafe dt tab 10's,LANCER THERAPEUTICS PVT LTD
NOD0061,nodon cl 2.5 tab 10's,nodon cl 2.5mg tablet 10s,382821,11,NOD0061,nodon cl 2.5 tab 10's,ZYDUS CADILA HEALTHCARE LTD
NOD0062,nodon cl 5 tab 10's,nodon cl 5mg tablet 10s,382822,13.5,NOD0062,nodon cl 5 tab 10's,ZYDUS CADILA HEALTHCARE LTD
NOR0054,norfloxacin 400 mg tab 10's,norfloxacin 400 mg tablet 10s,255704,2,NOR0054,norfloxacin 400 mg tab 10's,ZYDUS CADILA HEALTHCARE LTD
NOT0042,notra-flam tab 10's,notra flam tablet 10s,382395,5.9,NOT0042,notra-flam tab 10's,NOVITAS HEALTHCARE
NOT0044,notra-p tab 10's,notra p tablet 10s,378418,3.9,NOT0044,notra-p tab 10's,NOVITAS HEALTHCARE
NUC0007,nucoxia 60mg tab 10's,nucoxia 60 tablet 10s,257264,8.75,NUC0007,nucoxia 60mg tab 10's,ZYDUS CADILA HEALTHCARE LTD
NUC0071,nucrovit tab 10's,nucrovit tablet 10s,257276,15,NUC0071,nucrovit tab 10's,EMCURE PHARMACEUTICALS LTD
NUD0021,nu-d3 60k tab 4's,nu d3 60k tablet 4s,257115,27.39,NUD0021,nu-d3 60k tab 4's,ZYDUS CADILA HEALTHCARE LTD
NUD0030,nu-d3 1k tab 10's,nu d3 1k tablet 10s,257111,4.9,NUD0030,nu-d3 1k tab 10's,ZYDUS CADILA HEALTHCARE LTD
NUD0031,nu-d3 2k tab 10's,nu d3 2k tablet 10s,257113,5.9,NUD0031,nu-d3 2k tab 10's,ZYDUS CADILA HEALTHCARE LTD
NUL0063,nulet-10mg md tab 15's,nulet 10mg tablet 15s,377075,11.71,NUL0063,nulet-10mg md tab 15's,ALTEUS BIOGENICS PVT LTD
NUR0240,nuroday-d3 tab 10's,nuroday d3 tablet 10s,257748,13.15,NUR0240,nuroday-d3 tab 10's,WOCKHARDT LTD
NVM0008,nvm-lc tab 10's,nvm lc tablet 10s,380213,18,NVM0008,nvm-lc tab 10's,SEAGULL PHARMACEUTICALS PVT LTD
O2R0008,o2 rich mv tab 10's,o2 rich mv tablet 10s,379678,35,O2R0008,o2 rich mv tab 10's,SUBHYOG PHARMACEUTICALS  PVT LTD
OAK0007,oa-king tab 10's,oa king tablet 10s,379314,49.9,OAK0007,oa-king tab 10's,AKUMENTIS HEALTHCARE LTD
OD30001,od3 60k tab 4s,od3 60k tablet 4s,259862,22.5,OD30001,od3 60k tab 4s,OVERSEAS HEALTH CARE PVT LTD
OFR0026,ofran oz tab (1x10),ofran oz tablet 10s,261266,7.6,OFR0026,ofran oz tab (1x10),GENEX PHARMA LIMITED
OLE0124,olet-10mg md tab 15's,olet 10mg tablet 15s,377046,6.89,OLE0124,olet-10mg md tab 15's,ALTEUS BIOGENICS PVT LTD
OLE0147,olet-10mg tab 15's,olet 10mg tablet 15s,377046,8.33,OLE0147,olet-10mg tab 15's,ALTEUS BIOGENICS PVT LTD
OLE0148,olet-7.5mg md tab 15's,olet 7.5mg tablet 15s,377034,7.79,OLE0148,olet-7.5mg md tab 15's,ALTEUS BIOGENICS PVT LTD
OLM0106,olmesar a 40mg  tab 10's,olmesar a 40 tablet 10s,262438,17.2,OLM0106,olmesar a 40mg  tab 10's,MACLEODS PHARMACEUTICALS LTD
OLY0010,olymprix 20mg tab 10's,olymprix 20mg tablet 10s,381281,11.93,OLY0010,olymprix 20mg tab 10's,ALKEM LABORATORIES LTD
OLZ0017,olzox-ch 40 10's tab 10's,olzox ch 40 tablet 10s,262967,17.7,OLZ0017,olzox-ch 40 10's tab 10's,LLOYD HEALTHCARE PVT LTD
OOC0002,ooceive tab 10's,ooceive tablet 10s,380568,49.7,OOC0002,ooceive tab 10's,BIOSTREAK PHARMACEUTICALS
OOS0003,oosure gdm tab 10's,oosure gdm tablet 10s,264862,15.9,OOS0003,oosure gdm tab 10's,AKUMENTIS HEALTHCARE LTD
ORG0269,orgaclav-625 tab 6's,orgaclav 625mg tablet 6s,379083,29.17,ORG0269,orgaclav-625 tab 6's,ENDOCARD INDIA PVT LTD
ORI0027,oritaxim o 100mg tab 10's,oritaxim o 100 tablet dt 10s,266391,8.84,ORI0027,oritaxim o 100mg tab 10's,ZYDUS CADILA HEALTHCARE LTD
OST0478,osteosome tab 10's,osteosome tablet 10s,379705,57,OST0478,osteosome tab 10's,NUCLEOSOME CARE PHARMA LLP
OST0535,osteomax tab 30's,osteomax tablet 30s,382892,480,OST0535,osteomax tab 30's,WINMARK HEALTHCARE PVT LTD
OTR0060,otraliv-300 tab 10's,otraliv 300mg tablet 10s,378859,45.5,OTR0060,otraliv-300 tab 10's,RADICOOL PHARMACEUTICAL PVT LTD
OUR0004,ourdaily vitamin c & zinc tab 15's,ourdaily vitamin c & zinc tablet 15s,380197,69,OUR0004,ourdaily vitamin c & zinc tab 15's,PIRAMAL PHARMA LIMITED
OVA0111,ovaglow tab 10's,ovaglow tablet 10s,380554,27,OVA0111,ovaglow tab 10's,BIOSTREAK PHARMACEUTICALS
OVQ0001,ov-q tab 10's,ov q tablet 10s,381158,64.9,OVQ0001,ov-q tab 10's,RBCURE PHARMACEUTICALS
OXO0031,oxoneg tab 10's,oxoneg tablet 10s,268510,90,OXO0031,oxoneg tab 10's,IPCA LABORATORIES PVT LTD
OXY0324,oxyshield tab 10's,oxyshield tablet 10s,380476,30,OXY0324,oxyshield tab 10's,SKINTRA LIFE SCIENCES PVT LTD
PAA0001,paa tab 10's,paa tablet 10s,269280,3.1,PAA0001,paa tab 10's,WOCKHARDT LTD
PAH0001,pah-20mg tab 10's,pah 20 tablet 10s,269521,11,PAH0001,pah-20mg tab 10's,MSN LABORATORIES LTD
PAL0202,palmodyne tab 10's,palmodyne tablet 10s,380223,32,PAL0202,palmodyne tab 10's,SEPTALYST LIFESCIENCES PVT LTD
PAN0049,pantosec 20mg tab 10's,pantosec 20mg tablet 10s,271306,167,PAN0049,pantosec 20mg tab 10's,CIPLA LTD
PAN0097,pancef-o 200mg tab 10's,pancef o 200mg tablet 10s,270082,9.3,PAN0097,pancef-o 200mg tab 10's,AGLOWMED PVT LTD
PAN0168,panta-d tab 10's,panta d tablet 10s,270659,6.7,PAN0168,panta-d tab 10's,CREST CURE PHARMA
PAN1687,pan-xl 40mg tab 10's,pan 40 tablet 10s,269998,6,PAN1687,pan-xl 40mg tab 10's,BLUE XL PHARMA
PAN2019,panel-40 tab 15's,panel 40 tablet 15s,270210,7,PAN2019,panel-40 tab 15's,ELTISS PVT LTD
PAN2089,pantop 80mg tab 10's,pantop 80mg tablet 10s,378631,16.5,PAN2089,pantop 80mg tab 10's,ARISTO PHARMACEUTICALS PVT LTD
PAR0093,paracod tab 4's,paracod tablet 4s,271693,11.28,PAR0093,paracod tab 4's,CIPLA LTD
PHY0084,phycovel 200mg tab 30's,phycovel 200mg tablet 30s,381616,3200,PHY0084,phycovel 200mg tab 30's,MEDILIEF BIOSCIENCE PVT LTD
PIA0005,pi-apex tab 30's ( apex),pi-apex tablet 30s,379299,3.6,PIA0005,pi-apex tab 30's ( apex),APEX LABORATORIES LTD
PIO0199,pioplus ld 1mg tab 10's,pioplus ld 1 tablet sr 10s,276685,3.6,PIO0199,pioplus ld 1mg tab 10's,SYSTOPIC LABORATORIESS PVT LTD
PIO0278,pioglitazone-30 tab 10's,pioglitazone 30mg tablet 10s,276618,9.5,PIO0278,pioglitazone-30 tab 10's,CARE FORMULATIONS PVT LTD
PPB0008,ppbest-40 tab 10's,ppbest 40mg tablet 10s,379390,9,PPB0008,ppbest-40 tab 10's,KEPLER HEALTHCARE PVT LTD
PRA0314,prat-40mg tab 15's,prat 40mg tablet 15s,377054,10.69,PRA0314,prat-40mg tab 15's,ALTEUS BIOGENICS PVT LTD
PRA0315,prat-d tab 15's,prat d tablet 15s,377053,11.71,PRA0315,prat-d tab 15's,ALTEUS BIOGENICS PVT LTD
PRA0396,praxohenz cr-12.5 tab 10's,praxohenz cr 12.5mg tablet 10s,380355,19,PRA0396,praxohenz cr-12.5 tab 10's,LA RENON HEALTHCARE PVT LTD
PRA0397,praxohenz cr-25 tab 10's,praxohenz cr 25mg tablet 10s,380354,26,PRA0397,praxohenz cr-25 tab 10's,LA RENON HEALTHCARE PVT LTD
PRE0078,pre rejoint tab 30's,pre rejoint tablet 30s,279227,5.92,PRE0078,pre rejoint tab 30's,NICHOLAS PIRAMAL INDIA LTD
PRE0609,pregabalin 75 mg   tab 10's,pregabalin 75mg tablet 10s,279460,9.9,PRE0609,pregabalin 75 mg   tab 10's,GEN-GENERIC COMPANY
PRE1325,pregfol-d tab 10's,pregfol d tablet 10s,381858,12,PRE1325,pregfol-d tab 10's,EURONOVA PHARMACEUTICALS
PRE1605,pretclav-625 tab 10's,pretclav 625mg tablet 10s,379765,20.1,PRE1605,pretclav-625 tab 10's,ABERDURE PHARMA
PRI0294,prizam tab 10's,prizam tablet 10s,280515,5.94,PRI0294,prizam tab 10's,DOWELL LIFE SCIENCES PVT LTD
PRO0192,progaba am tab 10's,progaba am tablet 10s,280952,13.2,PRO0192,progaba am tab 10's,IPCA LABORATORIES PVT LTD
PRO0775,protobid mps tab 10's,protobid mps tablet 10s,281872,4.5,PRO0775,protobid mps tab 10's,IOT-IOTRAS
PRO2569,prostium s 25 tab 15's,prostium s 25mg tablet 15s,377163,11.73,PRO2569,prostium s 25 tab 15's,PHARAMANOVA SPECIALITIES PVT LTD
PSU0003,p-sure tab 10's,p sure tablet 10s,379103,8.5,PSU0003,p-sure tab 10's,ADONIS LABORATORIES PVT LTD
PUR0308,pure nutrition vitamin c tab 60's,pure nutrition vitamin c tablet 60s,382179,999,PUR0308,pure nutrition vitamin c tab 60's,HER-HERBS
PUZ0001,puzint 500 tab 4's,puzint 500mg tablet 4s,379697,91.25,PUZ0001,puzint 500 tab 4's,NIKHIL ENTERPRISES
QCE0002,q-cef 250mg dt tab 10's,q cef 250mg tablet 10s,283329,4.88,QCE0002,q-cef 250mg dt tab 10's,GLAXO SMITHKLINE PHARMACEUTICALS LTD
QZE0004,q zen plus tab 10's,q zen plus tablet 10s,382808,39.9,QZE0004,q zen plus tab 10's,GENO PHARMACEUTICALS LTD
RAB0161,rabet 20mg tab 10's,rabet 20mg tablet 10s,284920,6.6,RAB0161,rabet 20mg tab 10's,STARMED BIOTECH PVT LTD
RAB0279,rabron-d tab 10's,rabron d tablet 10s,379266,8.5,RAB0279,rabron-d tab 10's,AVRON LABORATORIES LTD
RAB0735,rabikul d tab 10's,rabikul d tablet 10s,285208,6,RAB0735,rabikul d tab 10's,XIEON LIFESCIENCES PVT LTD
RAC0124,rac sp 100/325/15 tab 10's,rac sp 100mg/325mg/15mg tablet 10s,379830,10.8,RAC0124,rac sp 100/325/15 tab 10's,MEDSOL INDIA OVERSEAS PVT LTD
RAM0034,ramipril 5mg tab 10's,ramipril 5mg tablet 10s,286483,7.65,RAM0034,ramipril 5mg tab 10's,GNC-GENERICS
RAM0278,ramiven 100mg tab 7's,ramiven 100mg tablet 7s,378491,11938,RAM0278,ramiven 100mg tab 7's,ELI LILLY & COMPANY INDIA LTD
RAM0281,ramiven 150mg tab 7's,ramiven 150mg tablet 7s,380808,11938,RAM0281,ramiven 150mg tab 7's,ELI LILLY & COMPANY INDIA LTD
RAM0295,ramudase-dp tab 10's,ramudase dp tablet 10s,378467,8.9,RAM0295,ramudase-dp tab 10's,RAYON PHARMACEUTICALS LTD
RAS0117,rastrol-40mg tab 10's,rastrol 40mg tablet 10s,378672,56,RAS0117,rastrol-40mg tab 10's,AKCENT HEALTHCARE INDIA PVT LTD
RAZ0002,razel 5mg tab 10's,razel 5 tablet 10s,287287,7.24,RAZ0002,razel 5mg tab 10's,GLENMARK PHARMACEUTICAL LTD
RBT0018,r.b.tone rapid tab 10's,r.b.tone rapid tablet 10s,379429,17,RBT0018,r.b.tone rapid tab 10's,MEDLEY PHARMACEUTICALS PVT LTD
REC0380,recofast 650mg tab 15's,recofast 650 tablet 15s,380573,2.04,REC0380,recofast 650mg tab 15's,SHREYA LIFESCIENCES PVT LTD
REC0405,recruise tab 10's,recruise tablet 10s,380552,52.5,REC0405,recruise tab 10's,BIO HUMAN RESOURCES
REG0001,regain tab 10's,regain tablet 10s,288364,8.45,REG0001,regain tab 10's,SPIC PHARMACEUTICALS
REG0179,regonat 40mg tab 28's,regonat 40mg tablet 28s,380474,9900,REG0179,regonat 40mg tab 28's,NATCO PHARMA LTD
REJ0197,rejuminz tab 15's,rejuminz tablet 15s,288557,9.5,REJ0197,rejuminz tab 15's,ESMATRIX LIFE SCIENCES PVT LTD
REM0217,remogest-sr-200 tab 10's,remogest 200mg tablet sr 10s,379796,31.5,REM0217,remogest-sr-200 tab 10's,REMARK HEALTHCARE PVT LTD
RES0136,rest-aid plus tab 10's,rest aid plus tablet 10s,289981,3.91,RES0136,rest-aid plus tab 10's,OVERSEAS HEALTH CARE PVT LTD
RFN0002,rfn-400 tab 10's,rfn 400mg tablet 10s,379893,35,RFN0002,rfn-400 tab 10's,VIENTO HEALTHCARE LTD
RIF0158,rifguard 400 tab 15's,rifguard 400 tablet 15s,379468,32.4,RIF0158,rifguard 400 tab 15's,HETERO DRUGS LTD
RIF0169,rifanok-200 tab 10's,rifanok 200 tablet 10s,382784,19.1,RIF0169,rifanok-200 tab 10's,MEDWOCK PHARMACEUTICALS PVT LTD
RIF0170,rifanok-550 tab 10's,rifanok 550 tablet 10s,382783,42.1,RIF0170,rifanok-550 tab 10's,MEDWOCK PHARMACEUTICALS PVT LTD
RIF0173,rifamust-550 tab 10's,rifamust 550mg tablet 10s,378822,52.9,RIF0173,rifamust-550 tab 10's,CELL SALVE PHARMACEUTICALS LTD
RIV0137,rivarox 20 tab 14's,rivarox 20mg tablet 14s,379142,35,RIV0137,rivarox 20 tab 14's,CONATUS HEALTHCARE PVT LTD
RLO0005,r loc 150mg tab 10's,r loc 150 tablet 10s,292232,0.66,RLO0005,r loc 150mg tab 10's,ZYDUS CADILA HEALTHCARE LTD
ROS0113,rosave f 10mg tab 10's,rosave f 10 tablet 10s,293106,19.82,ROS0113,rosave f 10mg tab 10's,ALEMBIC LTD
ROS0143,rosuvas 5mg tab 30`s,rosuvas 5 tablet 30s,293723,6.18,ROS0143,rosuvas 5mg tab 30`s,SUN PHARMACEUTICAL INDUSTRIES LTD
ROS0744,rosubest 40mg tab 10's,rosubest 40mg tablet 10s,380415,32,ROS0744,rosubest 40mg tab 10's,ZYDUS CADILA HEALTHCARE LTD
ROS0755,rosufit-f 5/160mg tab 15's,rosufit f 5mg/160mg tablet 15s,382968,10.69,ROS0755,rosufit-f 5/160mg tab 15's,AJANTA PHARMA LTD
ROS0909,rosaclav-lb tab 10's,rosaclav lb tablet 10s,378387,26,ROS0909,rosaclav-lb tab 10's,ROSA LIFE SCIENCES
ROS0915,rosa-hb tab 10's,rosa hb tablet 10s,378389,16,ROS0915,rosa-hb tab 10's,BEAT PHARMACEUTICALS
ROV0022,rovastat 5mg tab 10's,rovastat 5 tablet 10s,293874,2.5,ROV0022,rovastat 5mg tab 10's,BLUE CROSS LABORATORIES PVT LTD
ROZ0327,rozfirst 10mg tab 15's,rozfirst 10mg tablet 15s,379223,12.73,ROZ0327,rozfirst 10mg tab 15's,SINSAN PHARMACEUTICALS PVT LTD
ROZ0329,rozfirst 20mg tab 15's,rozfirst 20mg tablet 15s,379224,24.26,ROZ0329,rozfirst 20mg tab 15's,SINSAN PHARMACEUTICALS PVT LTD
ROZ0343,rozupro-f77 tab 10's,rozupro f77 tablet 10s,378996,19.69,ROZ0343,rozupro-f77 tab 10's,ZHC-ZHC
RUS0032,rusite plus tab 10's,rusite plus tablet 10s,378902,19.5,RUS0032,rusite plus tab 10's,RUNYON PHARMACEUTICAL PVT LTD
RUT0056,rutomas-d tab 10's,rutomas d tablet 10s,378916,14.5,RUT0056,rutomas-d tab 10's,MASCOT HEALTH SEIRES PVT LTD
RYC0003,rycal k27 tab 10's,rycal k27 tablet 10s,295162,15,RYC0003,rycal k27 tab 10's,RYTE PHARMA
SAF0235,saferet 10mg tab 10's,saferet 10 tablet 10s,295650,9,SAF0235,saferet 10mg tab 10's,CANIXA LIFE SCIENCES PVT LTD
SAF0255,saferet-5mg tab 10's,saferet 5 tablet 10s,295655,10,SAF0255,saferet-5mg tab 10's,CANIXA LIFE SCIENCES PVT LTD
SAM0198,samydep-200 tab 10's,samydep 200mg tablet 10s,379096,35,SAM0198,samydep-200 tab 10's,AMYTREE PHARMACEUTICALS
SAR0203,sartel beta plus 25 tab 10's,sartel beta plus 25mg tablet 10s,377808,12.15,SAR0203,sartel beta plus 25 tab 10's,INTAS PHARMACEUTICALS LTD
SAR0204,sartel beta plus 50 tab 10's,sartel beta plus 50mg tablet 10s,377335,14.45,SAR0204,sartel beta plus 50 tab 10's,INTAS PHARMACEUTICALS LTD
SAT0064,satvora tab 10's,satvora tablet 10s,296991,16,SAT0064,satvora tab 10's,AKUMENTIS HEALTHCARE LTD
SCA0236,scabover 12mg dt tab 10's,scabover 12mg tablet 10s,379759,38.5,SCA0236,scabover 12mg dt tab 10's,BRINTON PHARMACEUTICAL PVT LTD
SCI0022,s-citapad plus tab(1x10),s citapad plus tablet 10s,308962,6.5,SCI0022,s-citapad plus tab(1x10),TRIPADA LIFECARE PVT LTD
SEN0089,sensa herb tab 10's,sensa herb tablet 10s,309836,4.9,SEN0089,sensa herb tab 10's,VILCO LABORATORIES PVT LTD
SEN0405,senseit-nt tab 10's,senseit nt tablet 10s,377208,18.5,SEN0405,senseit-nt tab 10's,PHARAMANOVA SPECIALITIES PVT LTD
SEN0447,sensonerve tab 10's,sensonerve tablet 10s,379582,17.9,SEN0447,sensonerve tab 10's,RX SOLUTION
SER0135,serratiopeptidase 10 mg tab 10's,serratiopeptidase 10mg tablet 10s,310654,5.95,SER0135,serratiopeptidase 10 mg tab 10's,SERDIA PHARMACEUTICALS INDIA PVT LTD
SEV0049,sevista 30mg tab 10's,sevista 30 tablet 10s,311039,13.15,SEV0049,sevista 30mg tab 10's,TORRENT PHARMACEUTICALS LTD
SGL0010,sgltd-m 5/500 tab 10's,sgltd m 5mg/500mg tablet 10s,385803,7,SGL0010,sgltd-m 5/500 tab 10's,MANKIND PHARMA
SID0086,sidacor 5/100 tab 10's,sidacor 5mg/100mg tablet 10s,378067,16,SID0086,sidacor 5/100 tab 10's,ERIS LIFE SCIENCES LTD
SID0087,sidacor 10/50 tab 10's,sidacor 10mg/50mg tablet 10s,378066,18,SID0087,sidacor 10/50 tab 10's,ERIS LIFE SCIENCES LTD
SIG0098,siglyn d 50/5 tab 10's,siglyn d 50mg/5mg tablet 10s,377490,17,SIG0098,siglyn d 50/5 tab 10's,ZYDUS PHARMA LTD
SIG0099,siglyn d 100/10 tab 10's,siglyn d 100mg/10mg tablet 10s,377491,21,SIG0099,siglyn d 100/10 tab 10's,ZYDUS PHARMA LTD
SIT0065,sitara 50mg tab 10's,sitara 50mg tablet 10s,377303,9,SIT0065,sitara 50mg tab 10's,INTAS PHARMACEUTICALS LTD
SIT0066,sitara-m 50/500mg tab 10's,sitara m 50mg/500mg tablet er 10s,377347,9.9,SIT0066,sitara-m 50/500mg tab 10's,INTAS PHARMACEUTICALS LTD
SIT0067,sitara-m 50/1000mg tab 10's,sitara m 50mg/1000mg tablet 10s,377348,10.5,SIT0067,sitara-m 50/1000mg tab 10's,INTAS PHARMACEUTICALS LTD
SIT0068,sitara-m ir 50/500mg tab 10's,sitara m ir 50mg/500mg tablet 10s,377346,9.5,SIT0068,sitara-m ir 50/500mg tab 10's,INTAS PHARMACEUTICALS LTD
SIT0070,sitara 100mg tab 10's,sitara 100mg tablet 10s,377304,13.5,SIT0070,sitara 100mg tab 10's,INTAS PHARMACEUTICALS LTD
SIT0071,sitara-m 100/1000mg tab 10's,sitara m 100mg/1000mg tablet 10s,377302,14.9,SIT0071,sitara-m 100/1000mg tab 10's,INTAS PHARMACEUTICALS LTD
