item_code,brand,Master Catalogue name,medicine_type,exp_sku_brand,mod_brand,count_tab,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,pack,manufacturer,catg,subcatg,mrp
SEM0008,semento tab 10's,,tablet,semento,semento 10s,1,semento,semento,semento,10,AIMIL PHARMA INDIA PVT LTD,,,8.4
SEN0058,senima tab 10's,,tablet,senima,senima 10s,1,senima,senima,senima,10,BIRLA LIFE SCIENCES,,,4.95
SEP0017,septec tab 10's,,tablet,septec,septec 10s,1,septec,septec,septec,10,ABBOTT LABORATORIES,,,5.9
SER0297,seretide d tab 10's,,tablet,seretide d,seretide d 10s,1,seretide,seretide,seretide,10,ADONIS LABORATORIES PVT LTD,,,18.0
SFT0006,sft kit tab combikit 1's,,tablet,sft kit,sft kit combikit 1s,1,sft,sft,sft,1,TOTAL HEALTH CARE,,,130.0
SHA0046,shallaki   tab,,tablet,shallaki,shallaki,1,shallaki,shallaki,shallaki,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,132.0
SHA0134,shavidha tab,,tablet,shavidha,shavidha,1,shavidha,shavidha,shavidha,1,SHA-SHARANGDHAR PHARMACUTICAL,,,185.0
SHA0274,shankh bati tab 40's,,tablet,shankh bati,shankh bati 40s,1,shankh,shankh,shankh,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,1.52
SHA0277,shankhavati tab 60's,,tablet,shankhavati,shankhavati 60s,1,shankhavati,shankhavati,shankhavati,1,AYU-AYURVEDA RASAAHALA,,,2.55
SHA0279,shatavari compound 100's tab,,tablet,shatavari compound 100s,shatavari compound 100s,1,shatavari compound,shatavari,shatavari,1,SHA-SHARANGDHAR PHARMACUTICAL,,,1.95
SHA0331,shatajivanti tabr,,tablet,shatajivanti,shatajivanti,1,shatajivanti,shatajivanti,shatajivanti,1,TAN-TANVI COLLECTION INDIA PVT,,,750.0
SHA0345,shankhpushpi tab 100's (shree),,tablet,shankhpushpi,shankhpushpi 100s shree,1,shankhpushpi,shankhpushpi,shankhpushpi,1,SHR-SHREE NARNARAYAN,,,110.0
SHA0353,shamshamani vati tab 70's (zandu),,tablet,shamshamani vati,shamshamani vati 70s zandu,1,shamshamani,shamshamani,shamshamani,70,EMAMI LTD,,,1.14
SHA0373,shavidha 100 tab-ay,,tablet,shavidha,shavidha 100 ay,1,shavidha,shavidha,shavidha,1,3M INDIA LTD,,,275.0
SHA0381,shatajivanti tab tanvi 10,,tablet,shatajivanti,shatajivanti tanvi 10,1,shatajivanti,shatajivanti,shatajivanti,10,3M INDIA LTD,,,285.0
SHE0046,sherolax tab,,tablet,sherolax,sherolax,1,sherolax,sherolax,sherolax,10,SHE-SHELTER PHARMA,,,2.0
SHE0124,sheetaprabha tab 60's (shree dhootapapeshwar),,tablet,sheetaprabha,sheetaprabha 60s shree dhootapapeshwar,1,sheetaprabha,sheetaprabha,sheetaprabha,1,SHR-SHREE DHOOTAPAPESHWAR LTD,,,145.0
SHI0015,shigru tab 10's,,tablet,shigru,shigru 10s,1,shigru,shigru,shigru,10,ADONIS LABORATORIES PVT LTD,,,150.0
SHI0041,shiva(himej)gutika 650mg tab,,tablet,shiva himej gutika,shiva himej gutika 650,1,shiva himej,shiva,shiva,1,MISCELLANEOUS,,,0.4
SHI0119,shiva gutika tab 60's,,tablet,shiva gutika,shiva gutika 60s,1,shiva,shiva,shiva,1,AMR-AMRIT,,,375.0
SHI0123,shilajit tab 60's (leeford),,tablet,shilajit,shilajit 60s leeford,1,shilajit,shilajit,shilajit,1,LEEFORD HEALTH CARE LTD,,,250.0
SHO0036,shothari mandur tab,,tablet,shothari mandur,shothari mandur,1,shothari,shothari,shothari,1,AYU-AYURVEDA RASAAHALA,,,73.0
SHO0071,shothari lauh  tab,,tablet,shothari lauh,shothari lauh,1,shothari,shothari,shothari,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,94.0
SHU0004,shukramatrika bati tab 40's (baidyanath),,tablet,shukramatrika bati,shukramatrika bati 40s baidyanath,1,shukramatrika,shukramatrika,shukramatrika,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,90.0
SHU0009,shulavardhini bati - 40 tab,,tablet,shulavardhini bati,shulavardhini bati 40,1,shulavardhini,shulavardhini,shulavardhini,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,77.0
SHV0001,shvet parpati tab,,tablet,shvet parpati,shvet parpati,1,shvet,shvet,shvet,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,57.0
SHW0003,shwakuthar ras 80 tab,,tablet,shwakuthar ras,shwakuthar ras 80,1,shwakuthar,shwakuthar,shwakuthar,1,ZANDU PHARMACEUTICAL WORKS,,,0.69
SHW0007,shwaskuthar ras tab 80's,,tablet,shwaskuthar ras,shwaskuthar ras 80s,1,shwaskuthar,shwaskuthar,shwaskuthar,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,0.79
SHW0009,shwasa kutara 60's tab,,tablet,shwasa kutara 60s,shwasa kutara 60s,1,shwasa kutara,shwasa,shwasa,1,DUMMY,,,85.0
SID0042,sidpiles tab 25's (siddhayu),,tablet,sidpiles,sidpiles 25s siddhayu,1,sidpiles,sidpiles,sidpiles,1,SIDDHAYU AYURVEDIC RESEARCH FOUNDATION PVT LTD,,,95.0
SID0043,sidpiles tab 50's (siddhayu),,tablet,sidpiles,sidpiles 50s siddhayu,1,sidpiles,sidpiles,sidpiles,1,SIDDHAYU AYURVEDIC RESEARCH FOUNDATION PVT LTD,,,175.0
SID0045,sidda makaradwaja 150mg tab 10's (ayukalp),,tablet,sidda makaradwaja,sidda makaradwaja 150 10s ayukalp,1,sidda,sidda,sidda,1,AYUKALP UAP PHARMA PVT LTD,,,590.0
SID0048,siddhayu calciactiv tablet 30's,,tablet,siddhayu calciactiv,siddhayu calciactiv 30s,1,siddhayu,siddhayu,siddhayu,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,170.0
SID0049,siddhayu diabo yogue tab 60's,,tablet,siddhayu diabo yogue,siddhayu diabo yogue 60s,1,siddhayu diabo,siddhayu,siddhayu,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,295.0
SID0052,siddhayu painquit tab 30's,,tablet,siddhayu painquit,siddhayu painquit 30s,1,siddhayu,siddhayu,siddhayu,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,175.0
SID0056,siddhayu neem tab 80's (60+20tab),,tablet,siddhayu neem,siddhayu neem 80s 60+20s,2,siddhayu,siddhayu,siddhayu,1,SIDDHAYU AYURVEDIC RESEARCH FOUNDATION PVT LTD,,,150.0
SID0059,siddhayu painquit tab 60's,,tablet,siddhayu painquit,siddhayu painquit 60s,1,siddhayu,siddhayu,siddhayu,1,SIDDHAYU AYURVEDIC RESEARCH FOUNDATION PVT LTD,,,295.0
SID0060,siddhayu ashwagandha tab 80's (60+20),,tablet,siddhayu ashwagandha,siddhayu ashwagandha 80s 60+20,1,siddhayu,siddhayu,siddhayu,1,SIDDHAYU AYURVEDIC RESEARCH FOUNDATION PVT LTD,,,150.0
SID0062,siddhayu turmeric nanocurcumin 500mg tab 30's,,tablet,siddhayu turmeric nanocurcumin,siddhayu turmeric nanocurcumin 500 30s,1,siddhayu turmeric,siddhayu,siddhayu,1,SIDDHAYU AYURVEDIC RESEARCH FOUNDATION PVT LTD,,,990.0
SID0067,siddhayu calciactiv tab 60's,,tablet,siddhayu calciactiv,siddhayu calciactiv 60s,1,siddhayu,siddhayu,siddhayu,1,SIDDHAYU AYURVEDIC RESEARCH FOUNDATION PVT LTD,,,345.0
SID0072,siddhayu giloy tab 80's (60+20 free ),,tablet,siddhayu giloy,siddhayu giloy 80s 60+20 free,1,siddhayu,siddhayu,siddhayu,1,SIDDHAYU AYURVEDIC RESEARCH FOUNDATION PVT LTD,,,150.0
SID0073,siddhayu gokshura tab 80's (60+20 free),,tablet,siddhayu gokshura,siddhayu gokshura 80s 60+20 free,1,siddhayu,siddhayu,siddhayu,1,SIDDHAYU AYURVEDIC RESEARCH FOUNDATION PVT LTD,,,150.0
SID0074,siddhayu lasuna tab 80's (60+20 free ),,tablet,siddhayu lasuna,siddhayu lasuna 80s 60+20 free,1,siddhayu,siddhayu,siddhayu,1,SIDDHAYU AYURVEDIC RESEARCH FOUNDATION PVT LTD,,,165.0
SIF0053,sif-d3 60k orange flav chew tab 8's,,tablet,sif d3 60k orange flav chew,sif d3 60k orange flav chew 8s,1,sif d3 60k orange flav,sif d3 60k orange,sif d3 60k,8,SIFCO PHARMA,,,24.87
SII0002,sii evatone 2mg tab 10's,,tablet,sii evatone,sii evatone 2 10s,1,sii,sii,sii,10,SERUM INSTITUTE LTD,,,8.1
SIL0128,sileden tab,,tablet,sileden,sileden,1,sileden,sileden,sileden,1,SAS-SHASHICO SURGICAL CO.PVT.LTD,,,1.08
SIL0420,silicea 6x tab 100's,,tablet,silicea 6x,silicea 6x 100s,1,silicea,silicea,silicea,1,MED-MEDISYNTH,,,80.0
SIM0108,simhanada guggulu - 80 tab,,tablet,simhanada guggulu,simhanada guggulu 80,1,simhanada,simhanada,simhanada,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,140.0
SIN0057,singnad guggul tab,,tablet,singnad guggul,singnad guggul,1,singnad,singnad,singnad,1,AYU-AYURVEDIC,,,130.0
SIN0135,sinhanad guggulu tab 80's,,tablet,sinhanad guggulu,sinhanad guggulu 80s,1,sinhanad,sinhanad,sinhanad,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,1.75
SIN0136,sinhanand guggul tab 60's,,tablet,sinhanand guggul,sinhanand guggul 60s,1,sinhanand,sinhanand,sinhanand,1,AYU-AYURVEDA RASAAHALA,,,2.5
SIR0058,siraforte c fruity orange flav chew tab 30's,,tablet,siraforte c fruity orange flav chew,siraforte c fruity orange flav chew 30s,1,siraforte c fruity orange flav,siraforte c fruity orange,siraforte c fruity,1,SIRAMED PHARMACEUTICALS OPC PVT LTD,,,290.0
SIR0061,sirovit-c orange flav chew tab 10's,,tablet,sirovit c orange flav chew,sirovit c orange flav chew 10s,1,sirovit c orange flav,sirovit c orange,sirovit c,10,SIRONA PHARMACEUTICALS PVT LTD,,,7.0
SKY0048,skyfiz s/f orange flav efft tab 20's,,tablet,skyfiz s/f orange flav efft,skyfiz s/f orange flav efft 20s,1,skyfiz s/f orange flav,skyfiz s/f orange,skyfiz s/f,1,YUZDERM PHARMACEUTICALS PVT LTD,,,312.0
SLI0069,slim sure tab 10's,,tablet,slim sure,slim sure 10s,1,slim,slim,slim,10,YASH PHARMA LAB PVT LTD,,,25.0
SMA0099,smartbone d3 60k orange flav chewable tab 4's,,tablet,smartbone d3 60k orange flav chewable,smartbone d3 60k orange flav chewable 4s,1,smartbone d3 60k orange flav,smartbone d3 60k orange,smartbone d3 60k,4,DHANWANTRI PHARMACEUTICALS,,,23.63
SMA0160,smart caldion american ice-cream flav chew tab 15's,,tablet,smart caldion american ice cream flav chew,smart caldion american ice cream flav chew 15s,1,smart caldion american ice cream flav,smart caldion american ice cream,smart caldion american ice,15,KRISHNA HEALTH CARE,,,9.0
SMR0003,smritisagar ras 80's tab,,tablet,smritisagar ras 80s,smritisagar ras 80s,1,smritisagar ras,smritisagar,smritisagar,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,104.0
SMR0009,smrutisagar rasa 50's tab,,tablet,smrutisagar rasa 50s,smrutisagar rasa 50s,1,smrutisagar rasa,smrutisagar,smrutisagar,1,DUMMY,,,135.0
SMR0013,smritika tab 30's (united),,tablet,smritika,smritika 30s united,1,smritika,smritika,smritika,1,UNITED LIFE CARE,,,150.0
SNE0004,snezcure tab,,tablet,snezcure,snezcure,1,snezcure,snezcure,snezcure,10,DUMMY,,,6.5
SNO0030,snore stop fast tabs,,tablet,snore stop fast,snore stop fast,1,snore stop,snore,snore,1,GREEN PHARMACEUTICALS PVT LTD,,,300.0
SOD0067,sodium bi carbonate tab,,tablet,sodium bi carbonate,sodium bi carbonate,1,sodium bi,sodium,sodium,10,ADONIS LABORATORIES PVT LTD,,,0.05
SOD0244,sodium ion 1gm tab 45's,,tablet,sodium ion,sodium ion 1000 45s,1,sodium,sodium,sodium,1,NANO LIFECARE PVT LTD,,,249.0
SOD0285,sodium bicarbonate-500 tab 10's,,tablet,sodium bicarbonate,sodium bicarbonate 500 10s,1,sodium,sodium,sodium,10,CARE FORMULATIONS PVT LTD,,,3.29
SOM0137,somi 40 tab 10's,,tablet,somi,somi 40 10s,1,somi,somi,somi,10,DEVYAM MEDICARE PVT LTD,,,7.9
SOO0023,sootashekhar tab 60's,,tablet,sootashekhar,sootashekhar 60s,1,sootashekhar,sootashekhar,sootashekhar,1,AYU-AYURVEDA RASAAHALA,,,1.63
SOT0016,sotshekhar ras tab 40's,,tablet,sotshekhar ras,sotshekhar ras 40s,1,sotshekhar,sotshekhar,sotshekhar,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,2.55
SPE0022,speman tabs,,tablet,speman,speman,1,speman,speman,speman,1,ADONIS LABORATORIES PVT LTD,,,110.0
SPE0161,special triphala 100's tab,,tablet,special triphala 100s,special triphala 100s,1,special triphala,special,special,1,SHA-SHARANGDHAR PHARMACUTICAL,,,1.95
SPE0200,spermin plus tab 60's,,tablet,spermin plus,spermin plus 60s,1,spermin,spermin,spermin,1,JAMNA PHARMACEUTICALS,,,220.0
SPE0226,special triphala tab 120's (sharangdhar),,tablet,special triphala,special triphala 120s sharangdhar,1,special,special,special,1,SHA-SHARANGDHAR PHARMACUTICAL,,,295.0
SPQ0002,spq 10-300mg tab 10's,,tablet,spq 10,spq 10 300 10s,1,spq,spq,spq,10,SPA HEALTH CARE PVT LTD,,,68.0
SPY0008,spynovin tab 10's,,tablet,spynovin,spynovin 10s,1,spynovin,spynovin,spynovin,10,PRA-PRAKRIT HERBALS,,,7.0
SRI0061,sri sri tattva mehantaka vati tablet 60's,,tablet,sri sri tattva mehantaka vati,sri tattva mehantaka vati 60s,1,sri sri tattva mehantaka,sri sri tattva,sri sri,1,SRI VEDA SATTVA PVT LTD,,,225.0
SRI0073,sri sri tattva kabasura kudineer tablet 60's,,tablet,sri sri tattva kabasura kudineer,sri tattva kabasura kudineer 60s,1,sri sri tattva kabasura,sri sri tattva,sri sri,1,SRI VEDA SATTVA PVT LTD,,,130.0
SRI0075,sri sri tattva liv on tablet 60's,,tablet,sri sri tattva liv on,sri tattva liv on 60s,1,sri sri tattva liv,sri sri tattva,sri sri,1,SRI VEDA SATTVA PVT LTD,,,120.0
SRI0079,sri sri tattva shilajitvadi lauha vati tablet 60's,,tablet,sri sri tattva shilajitvadi lauha vati,sri tattva shilajitvadi lauha vati 60s,1,sri sri tattva shilajitvadi lauha,sri sri tattva shilajitvadi,sri sri tattva,1,SRI VEDA SATTVA PVT LTD,,,120.0
SRI0089,sri sri tattva amlapittari vati  tab 60's,,tablet,sri sri tattva amlapittari vati,sri tattva aapittari vati 60s,1,sri sri tattva amlapittari,sri sri tattva,sri sri,1,SRI VEDA SATTVA PVT LTD,,,130.0
STE0270,stevias tab 100s,,tablet,stevias,stevias 100s,1,stevias,stevias,stevias,1,DUMMY,,,1.35
STE0646,stead c immunity orange flav effervescent tab 80g 20's,,tablet,stead c immunity orange flav effervescent,stead c immunity orange flav effervescent 80g 20s,1,stead c immunity orange flav,stead c immunity orange,stead c immunity,1,STEADFAST MEDISHIELD PVT LTD,,,400.0
STI0037,stifain tab 10's,,tablet,stifain,stifain 10s,1,stifain,stifain,stifain,10,ABBOTT LABORATORIES,,,6.7
STI0178,stifain tab 20's (ayurchem),,tablet,stifain,stifain 20s ayurchem,1,stifain,stifain,stifain,20,AYURCHEM PRODUCTS,,,9.0
STO0070,stonvil tab,,tablet,stonvil,stonvil,1,stonvil,stonvil,stonvil,30,ABBOTT LABORATORIES,,,3.7
STO0083,stopem 4mg tab 10's,,tablet,stopem,stopem 4 10s,1,stopem,stopem,stopem,10,3M BIRLA HEALTH LTD,,,3.75
STO0251,stone - ex60's tablets,,tablet,stone ex60s,stone ex60s,1,stone,stone,stone,1,LIFE ORGANICS BPL,,,6.5
STO0314,stonpath tab 10's,,tablet,stonpath,stonpath 10s,1,stonpath,stonpath,stonpath,10,VOTARY LABORATORIES LTD,,,5.5
STR0164,strotab 100mg  dt tab 10's,,tablet,stro,stro 100s 10s,2,stro,stro,stro,10,XELLENCE LAB,,,6.5
STR0548,stree vyadhihari rasa tab 30's (shree),,tablet,stree vyadhihari rasa,stree vyadhihari rasa 30s shree,1,stree vyadhihari,stree,stree,30,SHR-SHREE DHOOTAPAPESHWAR LTD,,,24.9
STY0010,sty f tab 10's,,tablet,sty f,sty f 10s,1,sty,sty,sty,10,COMED CHEMICALS PVT LTD,,,7.5
STY0035,stylecystin ef s/f orange flav  tab 10's,,tablet,stylecystin ef s/f orange flav,stylecystin ef s/f orange flav 10s,1,stylecystin ef s/f orange,stylecystin ef s/f,stylecystin ef,10,STERIS HEALTHCARE PVT LTD,,,22.0
STY0040,stycee s/f orange flav chew tab 20's,,tablet,stycee s/f orange flav chew,stycee s/f orange flav chew 20s,1,stycee s/f orange flav,stycee s/f orange,stycee s/f,20,ZEEKEM LABORATORIES,,,5.7
SUA0010,suartho tab 30's(nay bhadra),,tablet,suartho,suartho 30s nay bhadra,1,suartho,suartho,suartho,30,XANOCIA LIFESCIENCES,,,6.33
SUC0365,succ-c orange flav chew tab 15's,,tablet,succ c orange flav chew,succ c orange flav chew 15s,1,succ c orange flav,succ c orange,succ c,15,UNIVERSAL LIFECARE,,,4.0
SUC0371,sucronil tab 10's (uni-labs),,tablet,sucronil,sucronil 10s uni labs,1,sucronil,sucronil,sucronil,10,LABS (INDIA)PLVT LTD,,,16.13
SUD0034,sudhakar  tab 60s,,tablet,sudhakar,sudhakar 60s,1,sudhakar,sudhakar,sudhakar,1,UJW-UJWAL PARMACYTICAL,,,140.0
SUD0044,sudarsana tablet 10's (kerala),,tablet,sudarsana,sudarsana 10s kerala,1,sudarsana,sudarsana,sudarsana,10,KERALA AYURVEDA PHARMACY LTD,,,3.5
SUK0039,sukumaram kashayam tab 500's (kerala),,tablet,sukumaram kashayam,sukumaram kashayam 500s kerala,1,sukumaram,sukumaram,sukumaram,1,KERALA AYURVEDA PHARMACY LTD,,,1650.0
SUK0074,sukuntalam 60 tab.,,tablet,sukuntalam,sukuntalam 60,1,sukuntalam,sukuntalam,sukuntalam,1,3M INDIA LTD,,,100.0
SUM0022,sumom tab 10's,,tablet,sumom,sumom 10s,1,sumom,sumom,sumom,10,BIRLA LIFE SCIENCES,,,4.33
SUM0097,suma tab d4 50's 2gm (sealed),,tablet,suma,suma d4 50s 2 sealed,1,suma,suma,suma,1,SEALED AIR INDIA PVT LTD,,,282.53
SUN0464,sun-cee plus pineapple flav chew tab 10's,,tablet,sun cee plus pineapple flav chew,sun cee plus pineapple flav chew 10s,1,sun cee plus pineapple flav,sun cee plus pineapple,sun cee plus,10,VENSA PHARMACEUTICALS,,,5.0
SUN0559,sun-cee orange flav chew tab 15's,,tablet,sun cee orange flav chew,sun cee orange flav chew 15s,1,sun cee orange flav,sun cee orange,sun cee,15,VENSA PHARMACEUTICALS,,,6.0
SUP0113,supravadi tab 10's,,tablet,supravadi,supravadi 10s,1,supravadi,supravadi,supravadi,10,AYURCHEM PRODUCTS,,,0.4
SUP0453,supra-d3 60k orange flav chew tab 10's,,tablet,supra d3 60k orange flav chew,supra d3 60k orange flav chew 10s,1,supra d3 60k orange flav,supra d3 60k orange,supra d3 60k,4,CHEMO HEALTHCARE PVT LTD,,,26.5
SUP0475,super c orange falv chew tab 10's,,tablet,super c orange falv chew,super c orange falv chew 10s,1,super c orange falv,super c orange,super c,10,PREVEGO HEALTHCARE & RESEARCH PVT LTD,,,4.0
SUP0477,supra-d3 60k orange flav chew tab 4's,,tablet,supra d3 60k orange flav chew,supra d3 60k orange flav chew 4s,1,supra d3 60k orange flav,supra d3 60k orange,supra d3 60k,4,CHEMO HEALTHCARE PVT LTD,,,26.5
SUR0579,suran vatak tab zandu 100tab,,tablet,suran vatak,suran vatak zandu 100s,2,suran,suran,suran,1,3M INDIA LTD,,,110.0
SUT0035,sutshekhar ras no 18 tab,,tablet,sutshekhar ras no,sutshekhar ras no 18,1,sutshekhar ras,sutshekhar,sutshekhar,1,M K PHARMA PVT LTD,,,20.9
SUT0098,sutshekhar ras with out gold tab 20's (dabur),,tablet,sutshekhar ras with out gold,sutshekhar ras with out gold 20s dabur,1,sutshekhar ras with out,sutshekhar ras with,sutshekhar ras,1,DABUR INDIA LTD,,,86.0
SUT0109,sutshekar bid 20 tab,,tablet,sutshekar bid,sutshekar bid 20,1,sutshekar,sutshekar,sutshekar,1,3M INDIA LTD,,,86.0
SUT0110,sutshekhar vati-40 tab *bid*,,tablet,sutshekhar vati,sutshekhar vati 40 bid,1,sutshekhar,sutshekhar,sutshekhar,1,3M INDIA LTD,,,157.0
SUV0024,suvirab 20 tab,,tablet,suvirab,suvirab 20,1,suvirab,suvirab,suvirab,10,3M INDIA LTD,,,80.0
SWA0009,avp swasanandam gulika 10's tab,,tablet,avp swasanandam gulika 10s,avp swasanandam gulika 10s,1,avp swasanandam gulika,avp swasanandam,avp,10,THE-THE ARYA VAIDYA PHARMACY (,,,200.0
SWA0028,swarna mahayograj 100's tab,,tablet,swarna mahayograj 100s,swarna mahayograj 100s,1,swarna mahayograj,swarna,swarna,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,257.0
SWA0047,swaskutar ras - 80 tab,,tablet,swaskutar ras,swaskutar ras 80,1,swaskutar,swaskutar,swaskutar,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,63.0
SWA0069,swadeshi shwasa kasa chintamani 30's tab,,tablet,swadeshi shwasa kasa chintamani 30s,swadeshi shwasa kasa chintamani 30s,1,swadeshi shwasa kasa chintamani,swadeshi shwasa kasa,swadeshi shwasa,1,SWASWADESHI,,,315.0
SWA0070,swadeshi brihat vata chintamani 10's tab,,tablet,swadeshi brihat vata chintamani 10s,swadeshi brihat vata chintamani 10s,1,swadeshi brihat vata chintamani,swadeshi brihat vata,swadeshi brihat,1,SWASWADESHI,,,13.0
SWA0075,swaskas chintamani rasa tab 10's,,tablet,swaskas chintamani rasa,swaskas chintamani rasa 10s,1,swaskas chintamani,swaskas,swaskas,1,VIRGO HEALTH CARE PVT LTD,,,330.0
SWA0079,swasanandam gulika 100's tab (skm),,tablet,swasanandam gulika 100s,swasanandam gulika 100s skm,1,swasanandam gulika,swasanandam,swasanandam,1,SKM-SKM SIDDA AND AYURVED COM,,,173.0
SWA0109,swarna makar-d tab 40's (shree),,tablet,swarna makar d,swarna makar d 40s shree,1,swarna makar,swarna,swarna,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,2235.0
SWE0055,sweetslimm tab,,tablet,sweetslimm,sweetslimm,1,sweetslimm,sweetslimm,sweetslimm,1,TAN-TANVI COLLECTION INDIA PVT,,,180.0
SWI0167,swisse ultiboost vitamin d tab 90's,,tablet,swisse ultiboost vitamin d,swisse ultiboost vitamin d 90s,1,swisse ultiboost vitamin,swisse ultiboost,swisse,1,HEALTH & HAPPINESS TRADING INDIA PVT LTD,,,1299.0
SWI0168,swisse ultiboost liver detox tab 30's,,tablet,swisse ultiboost liver detox,swisse ultiboost liver detox 30s,1,swisse ultiboost liver,swisse ultiboost,swisse,1,HEALTH & HAPPINESS TRADING INDIA PVT LTD,,,1049.0
SWI0169,swisse ultiboost liver detox tab 60's,,tablet,swisse ultiboost liver detox,swisse ultiboost liver detox 60s,1,swisse ultiboost liver,swisse ultiboost,swisse,1,HEALTH & HAPPINESS TRADING INDIA PVT LTD,,,1649.0
SWI0170,swisse ultiboost joint repair tab 60's,,tablet,swisse ultiboost joint repair,swisse ultiboost joint repair 60s,1,swisse ultiboost joint,swisse ultiboost,swisse,1,HEALTH & HAPPINESS TRADING INDIA PVT LTD,,,2399.0
SWI0171,swisse ultiboost calcium + vitamin d tab 90's,,tablet,swisse ultiboost calcium plus vitamin d,swisse ultiboost calcium plus vitamin d 90s,1,swisse ultiboost calcium plus vitamin,swisse ultiboost calcium plus,swisse ultiboost calcium,1,HEALTH & HAPPINESS TRADING INDIA PVT LTD,,,1399.0
SWI0172,swisse ultiboost 125mg immune action tab 30's,,tablet,swisse ultiboost,swisse ultiboost 125 immune action 30s,1,swisse,swisse,swisse,1,HEALTH & HAPPINESS TRADING INDIA PVT LTD,,,1349.0
SWI0173,swisse ultiboost daily immune support tab 30's,,tablet,swisse ultiboost daily immune support,swisse ultiboost daily immune support 30s,1,swisse ultiboost daily immune,swisse ultiboost daily,swisse ultiboost,1,HEALTH & HAPPINESS TRADING INDIA PVT LTD,,,1249.0
SWI0174,"swisse ultiboost magnesium, calcium +d3 tab 60's",,tablet,swisse ultiboost magnesium calcium +d3,swisse ultiboost magnesium calcium +d3 60s,1,swisse ultiboost magnesium calcium,swisse ultiboost magnesium,swisse ultiboost,1,HEALTH & HAPPINESS TRADING INDIA PVT LTD,,,1399.0
SWI0175,swisse ultiboost vegan calcium + vitamin d tab 60's,,tablet,swisse ultiboost vegan calcium plus vitamin d,swisse ultiboost vegan calcium plus vitamin d 60s,1,swisse ultiboost vegan calcium plus vitamin,swisse ultiboost vegan calcium plus,swisse ultiboost vegan calcium,1,HEALTH & HAPPINESS TRADING INDIA PVT LTD,,,1299.0
SWI0176,swisse ultiboost vitamin c orange flav chew tab 110's,,tablet,swisse ultiboost vitamin c orange flav chew,swisse ultiboost vitamin c orange flav chew 110s,1,swisse ultiboost vitamin c orange flav,swisse ultiboost vitamin c orange,swisse ultiboost vitamin c,1,HEALTH & HAPPINESS TRADING INDIA PVT LTD,,,1299.0
SWI0177,swisse beauty biotin plus tab 30's,,tablet,swisse beauty biotin plus,swisse beauty biotin plus 30s,1,swisse beauty biotin,swisse beauty,swisse,1,HEALTH & HAPPINESS TRADING INDIA PVT LTD,,,999.0
SWI0178,swisse beauty biotin plus tab 60's,,tablet,swisse beauty biotin plus,swisse beauty biotin plus 60s,1,swisse beauty biotin,swisse beauty,swisse,1,HEALTH & HAPPINESS TRADING INDIA PVT LTD,,,1549.0
SWI0180,swisse beauty vegan collagen builder tab 30's,,tablet,swisse beauty vegan collagen builder,swisse beauty vegan collagen builder 30s,1,swisse beauty vegan collagen,swisse beauty vegan,swisse beauty,1,HEALTH & HAPPINESS TRADING INDIA PVT LTD,,,1299.0
SWI0181,swisse beauty 14250mg grape seed with vitamin c tab 60's,,tablet,swisse beauty,swisse beauty 14250 grape seed with vitamin c 60s,1,swisse,swisse,swisse,1,HEALTH & HAPPINESS TRADING INDIA PVT LTD,,,1149.0
SWI0187,swisse ultivite women's multivitamin tab 30's,,tablet,swisse ultivite womens multivitamin,swisse ultivite womens multivitamin 30s,1,swisse ultivite womens,swisse ultivite,swisse,1,HEALTH & HAPPINESS TRADING INDIA PVT LTD,,,1299.0
SWI0188,swisse ultivite women's multivitamin tab 60's,,tablet,swisse ultivite womens multivitamin,swisse ultivite womens multivitamin 60s,1,swisse ultivite womens,swisse ultivite,swisse,1,HEALTH & HAPPINESS TRADING INDIA PVT LTD,,,2349.0
SWI0190,swisse ultivite men's multivitamin tab 30's,,tablet,swisse ultivite mens multivitamin,swisse ultivite mens multivitamin 30s,1,swisse ultivite mens,swisse ultivite,swisse,1,HEALTH & HAPPINESS TRADING INDIA PVT LTD,,,1299.0
SWI0193,swisse ultivite men's multivitamin tab 60's,,tablet,swisse ultivite mens multivitamin,swisse ultivite mens multivitamin 60s,1,swisse ultivite mens,swisse ultivite,swisse,1,HEALTH & HAPPINESS TRADING INDIA PVT LTD,,,2349.0
