item_code,brand,Master Catalogue name,medicine_type,exp_sku_brand,mod_brand,count_syp,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,exp_sku_brand5,pack,manufacturer,catg,subcatg,mrp
1196431,infen plaster 1,,others,,infen plaster 1,0,,,,,,EMCURE:-[ XENNEA ],,,238.5
1196436,influvac inj 1,,injection,,influvac injection 1,0,,,,,,(ABOTT),,,810.0
1196444,vanpos 500 ing 1,,others,vanpos 500 ing 1,vanpos 500 ing 1,0,vanpos 500 ing,vanpos 500,vanpos,vanpos,,ANG LIFESCIENCES PVT LTD,,,272.73
1196531,anmoxy-cv 1,,others,anmoxy cv 1,anmoxy cv 1,0,anmoxy cv,anmoxy,anmoxy,anmoxy,,ANG LIFESCIENCES PVT LTD,,,101.64
1196533,angfab-80 1,,others,angfab 80 1,angfab 80 1,0,angfab 80,angfab,angfab,angfab,,ANG LIFESCIENCES PVT LTD,,,160.0
1196534,angfab-40 1,,others,angfab 40 1,angfab 40 1,0,angfab 40,angfab,angfab,angfab,,ANG LIFESCIENCES PVT LTD,,,110.0
1196752,cione-2gm 20ml,,others,cione,cione 2 20,0,cione,cione,cione,cione,,ANG LIFESCIENCES PVT LTD,,,130.23
1196804,raricap 1*40,,others,,raricap 40s,0,,,,,,ERIS-{ MONTANA },,,254.22
1196817,nervepen gel 1,,others,,nervepen gel 1,0,,,,,,STRIDES SHASUN LIMITED,,,0.0
1196854,synertab 1*10,,others,,synertab 10s,0,,,,,,PHARMED SYNERGY,,,295.0
1196907,koflet-h (ginger) 1*6,,others,koflet h ginger 6s,koflet h ginger 6s,0,koflet h ginger,koflet h,koflet,koflet,,HIMALAYA,,,36.0
1196908,koflet-h (lemon) 1*6,,others,koflet h lemon 6s,koflet h lemon 6s,0,koflet h lemon,koflet h,koflet,koflet,,HIMALAYA,,,27.0
1196910,koflet-h (orange) 1*6,,others,koflet h orange 6s,koflet h orange 6s,0,koflet h orange,koflet h,koflet,koflet,,HIMALAYA,,,33.0
1196943,srfil enema 60ml,,others,srfil enema,srfil enema 60,0,srfil,srfil,srfil,srfil,,FOURRTS PERMIERE GASTRO,,,113.0
1196945,aquaoat moist cr. 50gm,,others,aquaoat,aquaoat lotion cr. 50,0,aquaoat,aquaoat,aquaoat,aquaoat,,EMCURE:-[ EMCUTIX ],,,195.0
1196947,aquaoat moist cr. 100gm,,others,aquaoat,aquaoat lotion cr. 100,0,aquaoat,aquaoat,aquaoat,aquaoat,,EMCURE:-[ EMCUTIX ],,,360.0
1196949,aquaoat moist lotiom 100ml,,others,aquaoat,aquaoat lotion lotiom 100,0,aquaoat,aquaoat,aquaoat,aquaoat,,EMCURE:-[ EMCUTIX ],,,360.0
1196955,aquaoat moist lot 250ml,,others,aquaoat,aquaoat lotion lot 250,0,aquaoat,aquaoat,aquaoat,aquaoat,,EMCURE:-[ EMCUTIX ],,,548.0
1196957,aquaoat bathing bar 75gm,,others,aquaoat bathing,aquaoat bathing soap 75,0,aquaoat,aquaoat,aquaoat,aquaoat,,EMCURE:-[ EMCUTIX ],,,125.0
1196968,zencal k-2 1*10,,others,zencalk 2 10s,zencalk 2 10s,0,zencalk 2,zencalk,zencalk,zencalk,,ZENO HEALTH CARE,,,250.0
1197002,flexjoint combo set 1*60,,others,flexjoint combo set 60s,flexjoint combo set 60s,0,flexjoint combo set,flexjoint combo,flexjoint,flexjoint,,ZENVITA HEALTHCARE PVT LTD.,,,1780.0
1197012,raricap forte 1*30,,others,,raricap forte 30s,0,,,,,,ERIS-{ MONTANA },,,290.15
1197016,raricap 100 1*10,,others,,raricap 100 10s,0,,,,,,ERIS-{ MONTANA },,,152.12
1197032,cefpohim-sb inj 1.5gm,,injection,cefpohim sb,cefpohim sb injection 1.5,0,cefpohim,cefpohim,cefpohim,cefpohim,,FUSION HEALTHCARE,,,103.6
1197051,raricap combi 1*30,,others,,raricap combi 30s,0,,,,,,ERIS-{ MONTANA },,,224.4
1197093,silasia ds oint 30gm,,others,silasia ds ointment,silasia ds ointment 30,0,silasia ds,silasia,silasia,silasia,,AJANTA-[ ZILLION ],,,90.0
1197106,ansolone-500 1,,others,ansolone 500 1,ansolone 500 1,0,ansolone 500,ansolone,ansolone,ansolone,,ANG LIFESCIENCES PVT LTD,,,448.8
1197145,tabi 50 mg 1*10,,others,,tabi 50 10s,0,,,,,,DR.REDDY-[ FUTURA LEO ],,,448.17
1197217,mino qilib 60ml,,others,mino qilib,mino qilib 60,0,mino,mino,mino,mino,,GALDERMA,,,951.0
1197219,soapex bar 75gm,,others,,soapex soap 75,0,,,,,,GALDERMA,,,135.0
1197250,v.wash wow ultra xl16,,others,v.wash wow ultra xl16,v.wash wow ultra xl16,0,v.wash wow ultra,v.wash wow,v.wash,v.wash,,GLENMARK {CONSUMER CARE},,,195.0
1197251,v.wash wow ultra xl5,,others,v.wash wow ultra xl5,v.wash wow ultra xl5,0,v.wash wow ultra,v.wash wow,v.wash,v.wash,,GLENMARK {CONSUMER CARE},,,60.0
1197252,v.wash wow maxi xl 16s,,others,v.wash wow maxi 16s,v.wash wow maxi 16s,0,v.wash wow maxi,v.wash wow,v.wash,v.wash,,GLENMARK {CONSUMER CARE},,,195.0
1197253,v.wash wow maxi xl 5s,,others,v.wash wow maxi 5s,v.wash wow maxi 5s,0,v.wash wow maxi,v.wash wow,v.wash,v.wash,,GLENMARK {CONSUMER CARE},,,60.0
1197255,v.wash wow maxi l16s,,others,v.wash wow maxi l16s,v.wash wow maxi l16s,0,v.wash wow maxi,v.wash wow,v.wash,v.wash,,GLENMARK {CONSUMER CARE},,,165.0
1197256,v.wash wow ultra r16,,others,v.wash wow ultra r16,v.wash wow ultra r16,0,v.wash wow ultra,v.wash wow,v.wash,v.wash,,GLENMARK {CONSUMER CARE},,,145.0
1197257,v.wash wow ultra r5,,others,v.wash wow ultra r5,v.wash wow ultra r5,0,v.wash wow ultra,v.wash wow,v.wash,v.wash,,GLENMARK {CONSUMER CARE},,,50.0
1197258,v.wash wow ultra l16,,others,v.wash wow ultra l16,v.wash wow ultra l16,0,v.wash wow ultra,v.wash wow,v.wash,v.wash,,GLENMARK {CONSUMER CARE},,,165.0
1197259,v.wash wow ultra l5,,others,v.wash wow ultra l5,v.wash wow ultra l5,0,v.wash wow ultra,v.wash wow,v.wash,v.wash,,GLENMARK {CONSUMER CARE},,,55.0
1197260,v.wash wow maxi r16s,,others,v.wash wow maxi r16s,v.wash wow maxi r16s,0,v.wash wow maxi,v.wash wow,v.wash,v.wash,,GLENMARK {CONSUMER CARE},,,145.0
1197261,v.wash wow maxi r5s,,others,v.wash wow maxi r5s,v.wash wow maxi r5s,0,v.wash wow maxi,v.wash wow,v.wash,v.wash,,GLENMARK {CONSUMER CARE},,,50.0
1197276,ubicon 1*10,,others,ubicon 10s,ubicon 10s,0,ubicon,ubicon,ubicon,ubicon,,UNICON LIFESCIENCES,,,365.0
1197277,ubicon plus 1*10,,others,ubicon plus 10s,ubicon plus 10s,0,ubicon plus,ubicon,ubicon,ubicon,,UNICON LIFESCIENCES,,,650.0
1197280,itocon 100 1*6,,others,itocon 100 6s,itocon 100 6s,0,itocon 100,itocon,itocon,itocon,,UNICON LIFESCIENCES,,,90.0
1197282,itocon 200 1*6,,others,itocon 200 6s,itocon 200 6s,0,itocon 200,itocon,itocon,itocon,,UNICON LIFESCIENCES,,,146.0
1197285,azihar-500 1*3,,others,azihar 500 3s,azihar 500 3s,0,azihar 500,azihar,azihar,azihar,,UNICON LIFESCIENCES,,,64.9
1197287,chicon t 1*10,,others,chicon t 10s,chicon t 10s,0,chicon t,chicon,chicon,chicon,,UNICON LIFESCIENCES,,,160.0
1197288,fo 369 1*10,,others,fo 369 10s,fo 369 10s,0,fo 369,fo,fo,fo,,UNICON LIFESCIENCES,,,135.0
1197292,pantohar-d 1*10,,others,pantohar d 10s,pantohar d 10s,0,pantohar d,pantohar,pantohar,pantohar,,UNICON LIFESCIENCES,,,80.0
1197296,unilax syp 200ml,,syrup,unilax,unilax syrup 200,1,unilax,unilax,unilax,unilax,,UNICON LIFESCIENCES,,,224.0
1197298,vercon-16 1*10,,others,vercon 16 10s,vercon 16 10s,0,vercon 16,vercon,vercon,vercon,,UNICON LIFESCIENCES,,,75.0
1197300,vercon-24 1*10,,others,vercon 24 10s,vercon 24 10s,0,vercon 24,vercon,vercon,vercon,,UNICON LIFESCIENCES,,,105.0
1197301,carnicon-500 1*10,,others,carnicon 500 10s,carnicon 500 10s,0,carnicon 500,carnicon,carnicon,carnicon,,UNICON LIFESCIENCES,,,319.0
1197305,utcef o 1*10,,others,utcef o 10s,utcef o 10s,0,utcef o,utcef,utcef,utcef,,UNICON LIFESCIENCES,,,129.0
1197306,utce-200dt 1*10,,others,utce 200dt 10s,utce 200dt 10s,0,utce 200dt,utce,utce,utce,,UNICON LIFESCIENCES,,,93.0
1197309,univent-pd syp 100ml,,syrup,univent pd,univent pd syrup 100,1,univent,univent,univent,univent,,UNICON LIFESCIENCES,,,64.0
1197370,revlon fire @ ice perfume 1,,others,revlon fire @ ice perfume 1,revlon fire @ ice perfume 1,0,revlon fire @ ice perfume,revlon fire @ ice,revlon fire @,revlon fire,,WIN MEDICARE PVT LTD,,,0.0
1197372,waxigo e/d 10ml,,others,waxigo eye,waxigo eye drops 10,0,waxigo,waxigo,waxigo,waxigo,,UNICON LIFESCIENCES,,,48.0
1197427,actacrez-2.25gm 1,,others,actacrez,actacrez 2.25 1,0,actacrez,actacrez,actacrez,actacrez,,FUSION HEALTHCARE,,,889.0
1197464,baralgan 1*40,,others,,baralgan 40s,0,,,,,,SANOFI,,,32.15
1197574,protectis 5ml,,others,protectis,protectis 5,0,protectis,protectis,protectis,protectis,,DR.REDDY^S LABORATORIES LTD.,,,950.0
1207626,stanngest-200 1*10,,others,stanngest 200 10s,stanngest 200 10s,0,stanngest 200,stanngest,stanngest,stanngest,,STANLEY HEALTHCARE PVT.LTD.,,,295.0
1207656,caltrocy k-2 1*15,,others,caltrocyk 2 15s,caltrocyk 2 15s,0,caltrocyk 2,caltrocyk,caltrocyk,caltrocyk,,UNICON LIFESCIENCES,,,0.0
1207689,glucoryl m-2 forte 1*15t,,others,glucoryl m 2 forte 1 15t,glucoryl m 2 forte 1 15t,0,glucoryl m 2 forte 1,glucoryl m 2 forte,glucoryl m 2,glucoryl m,,(ALKEM),,,195.0
1207740,razoeasy sach 3gm,,others,razoeasy sach,razoeasy sach 3,0,razoeasy,razoeasy,razoeasy,razoeasy,,(DRL),,,20.57
1207780,synrium dt 1*3,,others,synrium 3s,synrm 3s,0,synrium,synrium,synrium,synrium,,SUN PHARMA=[ PHARMA ],,,75.0
1207822,muout+ powder 119gm,,others,muout+,muout+ powder 119,0,muout+,muout+,muout+,muout+,,(DRL),,,280.5
1207836,candiwax sofner 10ml,,others,candiwax sofner,candiwax sofner 10,0,candiwax,candiwax,candiwax,candiwax,,GLENMARK-[ MILIEUS ],,,75.0
1207867,bank charges,,others,bank charges,bank charges,0,bank,bank,bank,bank,,(GEN.),,,0.0
1207919,embryosure sachet 7gm,,others,embryosure,embryosure sachet 7,0,embryosure,embryosure,embryosure,embryosure,,STANLEY HEALTHCARE PVT.LTD.,,,69.0
1207945,calcimax+susp 200ml,,others,,calcimax+susp 200,0,,,,,,MEYER ORGANICS PVT LTD.,,,156.0
1207966,nimogrange-l liq 200ml,,others,nimogrange l liquid,nimogrange l liquid 200,0,nimogrange l,nimogrange,nimogrange,nimogrange,,MEYER ORGANICS PVT LTD.,,,0.0
1207987,cefopen 100ds 1,,others,,cefopen 100ds 1,0,,,,,,MOREPAN LAB LTD,,,137.5
1207988,cefopen 50ds 1,,others,,cefopen 50ds 1,0,,,,,,MOREPAN LAB LTD,,,82.5
1208118,prepro kid l sachets,,others,prepro paediatric l,prepro paediatric l sachets,0,prepro paediatric,prepro,prepro,prepro,,FOURRTS PERMIERE GASTRO,,,41.0
1208160,wiry 1*10,,others,wiry 10s,wiry 10s,0,wiry,wiry,wiry,wiry,,ELSKER[CANNCO..],,,99.0
1208180,citrosoda 1,,others,citrosoda 1,citrosoda 1,0,citrosoda,citrosoda,citrosoda,citrosoda,,ABBOTT INDIA LIMITED,,,18.98
1208255,zenored-xt 1*10,,others,zenored 10s,zenored 10s,0,zenored,zenored,zenored,zenored,,ZENVITA HEALTHCARE PVT LTD.,,,229.0
1208262,softdrops pm gel 5gm,,others,,softdrops pm gel 5,0,,,,,,AJANTA-[ ANWAXX ],,,299.0
1208381,endfung 100 mg/vial lyophilize,,others,endfung,endfung 100/vial lyophilize,0,endfung,endfung,endfung,endfung,,GLENMARK-[ CRITICA ],,,10670.0
1208400,stangest-200 1*10,,others,stangest 200 10s,stangest 200 10s,0,stangest 200,stangest,stangest,stangest,,STANLEY HEALTHCARE PVT.LTD.,,,298.0
1208416,cwin cream 30gm,,others,cwin,cwin cream 30,0,cwin,cwin,cwin,cwin,,SUNPHARMA(ORTUS),,,221.0
1208418,photostable gold-50 50g,,others,,photostable gold 50 50g,0,,,,,,SUNPHARMA(ORTUS),,,755.0
1208425,lukol 1*60,,others,lukol 60s,lukol 60s,0,lukol,lukol,lukol,lukol,,HIMALAYA,,,0.0
1208565,himcocid (banana) 200ml,,others,himcocid banana,himcocid banana 200,0,himcocid,himcocid,himcocid,himcocid,,HIMALAYA,,,95.0
1208766,roucor-10 1*15,,others,roucor 10 15s,roucor 10 15s,0,roucor 10,roucor,roucor,roucor,,TORRENT,,,0.0
1208877,becosule jr. 200ml,,others,becosule jr.,becosule jr. 200,0,becosule,becosule,becosule,becosule,,( AMTEK ) MARKETING @ SERVICES,,,135.0
1208901,cuticapil 75ml,,others,,cuticapil 75,0,,,,,,TORRENT (DERMA),,,1450.0
1208909,sun protect premia spf 50 1,,others,sun protect premia spf 50 1,sun protect premia spf 50 1,0,sun protect premia spf 50,sun protect premia spf,sun protect premia,sun protect,,TORRENT (DERMA),,,645.0
1208952,granite,,others,granite,granite,0,granite,granite,granite,granite,,(GEN.),,,0.0
1208980,marg erp9+ silver updt. 1,,others,marg erp9+ silver updt. 1,marg erp9+ silver updt. 1,0,marg erp9+ silver updt.,marg erp9+ silver,marg erp9+,marg,,(GEN.),,,0.0
1208982,marg erp9+add. updt 1,,others,marg erp9+add. updt 1,marg erp9+add. updt 1,0,marg erp9+add. updt,marg erp9+add.,marg,marg,,(GEN.),,,0.0
1208991,zespas 1*10,,others,zespas 10s,zespas 10s,0,zespas,zespas,zespas,zespas,,KEE PHARMA,,,547.8
1209175,piopod gm-2 1*10,,others,piopodgm 2 10s,piopod 2 10s,0,piopodgm 2,piopodgm,piopodgm,piopodgm,,TORRENT,,,126.4
1209249,shelcal-k 1*15,,others,shelcalk 15s,shelcalk 15s,0,shelcalk,shelcalk,shelcalk,shelcalk,,TORRENT ( SHELCAL B-WELL),,,383.1
1209251,sun protect premia spf 26 1,,others,sun protect premia spf 26 1,sun protect premia spf 26 1,0,sun protect premia spf 26,sun protect premia spf,sun protect premia,sun protect,,TORRENT (DERMA),,,552.2
1209328,triolmetor 20 1*10,,others,triolmetor 20 10s,triolmetor 20 10s,0,triolmetor 20,triolmetor,triolmetor,triolmetor,,TORRENT,,,129.1
1209330,triolmetor-40 1*10,,others,triolmetor 40 10s,triolmetor 40 10s,0,triolmetor 40,triolmetor,triolmetor,triolmetor,,TORRENT,,,280.55
1209336,truceprol-od 1*10,,others,truceprol od 10s,truceprol od 10s,0,truceprol od,truceprol,truceprol,truceprol,,TORRENT (UNOSPIRIT),,,384.7
1209346,velzaar-40 1*10,,others,velzaar 40 10s,velzaar 40 10s,0,velzaar 40,velzaar,velzaar,velzaar,,TORRENT,,,78.5
1209350,velzaar-h 1*10,,others,velzaar h 10s,velzaar h 10s,0,velzaar h,velzaar,velzaar,velzaar,,TORRENT,,,178.6
1209428,marble,,others,marble,marble,0,marble,marble,marble,marble,,(GEN.),,,0.0
1209438,glotab 1*10,,others,,glotab 10s,0,,,,,,(AJANTA),,,196.0
1209512,zemisam-400 1*10,,others,zemisam 400 10s,zemisam 400 10s,0,zemisam 400,zemisam,zemisam,zemisam,,STANLEY HEALTHCARE PVT.LTD.,,,539.0
1209516,koflet ex linctus 100ml,,others,koflet ex linctus,koflet ex linctus 100,0,koflet ex,koflet,koflet,koflet,,HIMALAYA,,,70.0
1209531,pq-10 1*10,,others,pq 10 10s,pq 10 10s,0,pq 10,pq,pq,pq,,PROCHEM BIOTECH,,,496.0
1209579,depishine f/w 1,,others,depishine f/w 1,depishine f/w 1,0,depishine f/w,depishine,depishine,depishine,,LIVIA HEALTH CARE,,,350.0
1209580,depishine sunscreen 1,,others,depishine sunscreen 1,depishine sunscreen 1,0,depishine sunscreen,depishine,depishine,depishine,,LIVIA HEALTH CARE,,,590.0
1209605,mejora sachet 1,,others,mejora,mejora sachet 1,0,mejora,mejora,mejora,mejora,,EXTIMUS HEALHCARE,,,51.0
1209677,raricap-s 100 inj 1*5,,injection,,raricap s 100 injection 5s,0,,,,,,ERIS-{ MONTANA },,,270.0
1209750,candiderma+ cr 20gm,,others,candiderma+,candiderma+ 20,0,candiderma+,candiderma+,candiderma+,candiderma+,,(GLENMARK),,,141.5
1209813,gelusil mps liq 200ml,,others,,gelusil mps liquid 200,0,,,,,,( AMTEK ) MARKETING @ SERVICES,,,126.49
1209835,cremagel-h gel 30gm,,others,,cremagel h gel 30,0,,,,,,ABOTT INDIA GASTRO (MAXIMA),,,115.0
1209875,gasex (syp) ginger-lemon 1*200,,syrup,gasex,gasex syrup ginger lemon 200s,1,gasex,gasex,gasex,gasex,,HIMALAYA,,,110.0
1209922,raricap-m 1*30,,others,,raricap m 30s,0,,,,,,ERIS-{ MONTANA },,,319.44
1209925,raricap-s 50inj 1*2.5ml,,others,,raricap s 50 injection 1 2.5,0,,,,,,ERIS-{ MONTANA },,,141.26
1209931,triolmetor 20 1*10,,others,triolmetor 20 10s,triolmetor 20 10s,0,triolmetor 20,triolmetor,triolmetor,triolmetor,,TORRENT,,,171.3
1210034,test2,,others,test2,test2,0,test2,test2,test2,test2,,(GEN.),,,0.0
1210039,circa 120/80 exclusio 1,,others,circa 120/80 exclusio 1,circa 120/80 exclusio 1,0,circa 120/80 exclusio,circa 120/80,circa,circa,,ERIS (CHORNO),,,5500.0
1210040,circa 120/80 premier 1,,others,circa 120/80 premier 1,circa 120/80 premier 1,0,circa 120/80 premier,circa 120/80,circa,circa,,ERIS (CHORNO),,,8000.0
1210058,panthegel gel 5gm,,others,,panthegel gel 5,0,,,,,,AJANTA ANSCA,,,156.5
1210069,grocapix-m 60ml,,others,,grocapix m 60,0,,,,,,ALEMBIC-( CORIUM ),,,1045.0
1210130,tabi 50 mg 1*10,,others,,tabi 50 10s,0,,,,,,(DRL),,,503.53
1220139,cilara 10tab 1*10,,others,cilara 10s 10s,cilara 10s,0,cilara 10s,cilara,cilara,cilara,,KAYRA INNOPHARM,,,93.0
1220141,cilara 20tab 1*10,,others,cilara 20s 10s,cilara 20s 10s,0,cilara 20s,cilara,cilara,cilara,,KAYRA INNOPHARM,,,129.0
1220144,cilara 5tab 1*10,,others,cilara 5s 10s,cilara 5s 10s,0,cilara 5s,cilara,cilara,cilara,,KAYRA INNOPHARM,,,54.7
1220150,kyroza 10tab 1*10,,others,kyroza 10s 10s,kyroza 10s,0,kyroza 10s,kyroza,kyroza,kyroza,,KAYRA INNOPHARM,,,130.9
1220152,kyroza 20tab 1*10,,others,kyroza 20s 10s,kyroza 20s 10s,0,kyroza 20s,kyroza,kyroza,kyroza,,KAYRA INNOPHARM,,,239.8
1220154,kyroza 5tab 1*10,,others,kyroza 5s 10s,kyroza 5s 10s,0,kyroza 5s,kyroza,kyroza,kyroza,,KAYRA INNOPHARM,,,74.0
1220181,mgd-3 60k 1*14,,others,mgd 3 60k 1 14,d 3 60k 1 14,0,mgd 3 60k 1,mgd 3 60k,mgd 3,mgd,,(PHARMED),,,247.0
1220288,liteglo f/w 100ml,,others,liteglo f/w,liteglo f/w 100,0,liteglo,liteglo,liteglo,liteglo,,GLENMARK SKINNORA,,,449.0
1220353,doxamax-xp 1*10,,others,doxamax xp 10s,doxamax xp 10s,0,doxamax xp,doxamax,doxamax,doxamax,,ARISTO MF-1,,,0.0
1220386,hoepcard-2.5 1*10,,others,hoepcard 2.5 10s,hoepcard 2.5 10s,0,hoepcard 2.5,hoepcard,hoepcard,hoepcard,,ARISTO ( NEW ),,,0.0
1220542,megapen-1gm inj 1vial,,injection,,megapen 1000 injection 1vial,0,,,,,,ARISTO MF-1,,,33.55
1220543,megapen-250mg inj 1vial,,injection,,megapen 250 injection 1vial,0,,,,,,ARISTO MF-1,,,18.75
1220546,megapen-500mg inj 1vial,,injection,,megapen 500 injection 1vial,0,,,,,,ARISTO MF-1,,,28.1
1220730,koflet (jar)samall 75gm,,others,koflet jar samall,koflet jar samall 75,0,koflet jar,koflet,koflet,koflet,,HIMALAYA,,,120.0
1220756,muout+ powder 119gm,,others,muout+,muout+ powder 119,0,muout+,muout+,muout+,muout+,,(DRL),,,232.0
1220840,accu chek a viva 1 kit,,others,accu chek a viva 1 kit,accu chek a viva 1 kit,0,accu chek a viva 1,accu chek a viva,accu chek a,accu chek,,(GEN.),,,1890.0
1220857,n.t.natal 2ml,,others,n.t.natal,n.t.natal 2,0,n.t.natal,n.t.natal,n.t.natal,n.t.natal,,KEE PHARMA,,,210.0
1220865,alfadosin-d-8 1*10,,others,alfadosin d 8 10s,alfadosin d 8 10s,0,alfadosin d 8,alfadosin d,alfadosin,alfadosin,,KAYRA INNOPHARM,,,382.0
1220868,somaday-l 1*10,,others,somaday l 10s,somaday l 10s,0,somaday l,somaday,somaday,somaday,,KAYRA INNOPHARM,,,238.7
1220921,z@d dt-20 1*7,,others,z@d 20 7s,z@d 20 7s,0,z@d 20,z@d,z@d,z@d,,(DRL),,,0.0
1221013,zylosin 1*10,,others,zylosin 10s,zylosin 10s,0,zylosin,zylosin,zylosin,zylosin,,KAYRA INNOPHARM,,,108.0
1221021,fosidal pwd 8g sachet 8gm,,others,fosidal,fosidal pwd 8g sachet 8,0,fosidal,fosidal,fosidal,fosidal,,DR.REDDY^S LABORATORIES LTD.,,,380.0
1221045,n.c.derm+ointment 15gm,,others,n.c.derm+ointment,n.c.derm+ointment 15,0,n.c.derm+ointment,n.c.derm+ointment,n.c.derm+ointment,n.c.derm+ointment,,KEE PHARMA,,,69.0
1221070,ahaglow ss lot spf 50 1,,others,ahaglow ss lot spf 50 1,ahaglow ss lot spf 50 1,0,ahaglow ss lot spf 50,ahaglow ss lot spf,ahaglow ss lot,ahaglow ss,,TORRENT (SPARSH),,,710.0
1221073,ahaglow ss lot spf-26 1,,others,ahaglow ss lot spf 26 1,ahaglow ss lot spf 26 1,0,ahaglow ss lot spf 26,ahaglow ss lot spf,ahaglow ss lot,ahaglow ss,,TORRENT (SPARSH),,,599.0
1221176,cwin cr. 60gm,,others,cwin cr.,cwin cr. 60,0,cwin,cwin,cwin,cwin,,SUN PHARMA=[ CROSSLAND-1 ],,,383.0
1221232,dubinac-sr 1*10,,others,dubinac 10s,dubinac 10s,0,dubinac,dubinac,dubinac,dubinac,,GLENMARK-[ INTEGRACE ],,,169.0
1221426,caricaplat 1*20,,others,,caricaplat 20s,0,,,,,,STANLEY HEALTHCARE PVT.LTD.,,,1060.0
1221427,stanlax-500ml syp 500ml,,syrup,stanlax,stanlax 500 syrup,1,stanlax,stanlax,stanlax,stanlax,,STANLEY HEALTHCARE PVT.LTD.,,,556.0
1221428,stanlax-300ml syp 300ml,,syrup,stanlax,stanlax 300 syrup,1,stanlax,stanlax,stanlax,stanlax,,STANLEY HEALTHCARE PVT.LTD.,,,330.0
1221529,cilametxl 20/25mg 1*10,,others,cilametxl,cilametxl 20/25 10s,0,cilametxl,cilametxl,cilametxl,cilametxl,,AJANTA ANSCA,,,119.0
1221530,cilametxl 20/50mg 1*15,,others,cilametxl,cilametxl 20/50 15s,0,cilametxl,cilametxl,cilametxl,cilametxl,,FOREGEN (GENASIA BIOTECH),,,291.0
1221554,citrosoda 1*4gm,,others,citrosoda 1,citrosoda 1 4,0,citrosoda,citrosoda,citrosoda,citrosoda,,(ABOTT),,,22.95
1221568,argium sachets 1*10,,others,argium,argm sachets 10s,0,argium,argium,argium,argium,,WINMARK,,,55.0
1221757,candiclam lotion 75ml,,others,candiclam,candiclam lotion 75,0,candiclam,candiclam,candiclam,candiclam,,GLENMARK (GRACEWELL),,,130.0
1221778,medron-lc 1*10,,others,medron lc 10s,medron lc 10s,0,medron lc,medron,medron,medron,,MEDIWORD HEALTHCARE,,,310.0
1221907,zelip-10 1*10,,others,zelip 10 10s,zelip 10 10s,0,zelip 10,zelip,zelip,zelip,,CIPLA LTD.,,,99.0
1221909,zelip-5 1*10,,others,zelip 5 10s,zelip 5 10s,0,zelip 5,zelip,zelip,zelip,,CIPLA LTD.,,,56.28
1221930,udisyp 200ml,,others,udi,udi syrup 200,1,udi,udi,udi,udi,,ABOTT INDIA GASTRO (MAXIMA),,,160.0
1221932,mirago s-50 kit 1*14,,others,mirago s 50 kit 1 14,mirago s 50 kit 1 14,0,mirago s 50 kit 1,mirago s 50 kit,mirago s 50,mirago s,,SUN PHARMA=[ URO-CARE ],,,549.0
1222023,teldawan beta-40/25 1*10,,others,teldawan beta 40/25 10s,teldawan beta 40/25 10s,0,teldawan beta 40/25,teldawan beta,teldawan,teldawan,,FUSION HEALTHCARE,,,159.0
1222146,caldyfox-d3 drop 15ml,,others,caldyfox d3,caldyfox d3 drops 15,0,caldyfox,caldyfox,caldyfox,caldyfox,,CURITON LIFE SCIENCES PVT. LTD.,,,88.0
1222149,photostable insta 1,,others,,photostable insta 1,0,,,,,,SUNPHARMA(ORTUS),,,675.0
1222192,bacticure-250tab 1*10,,others,bacticure,bacticure 250tab 10s,0,bacticure,bacticure,bacticure,bacticure,,EMCURE:-[ XENNEX ],,,432.0
1222220,ferrique xt 1*10,,others,ferrique 10s,ferrique 10s,0,ferrique,ferrique,ferrique,ferrique,,CURITON LIFE SCIENCES PVT. LTD.,,,147.0
1222234,vitoz syp 150ml,,syrup,vitoz,vitoz syrup 150,1,vitoz,vitoz,vitoz,vitoz,,CURITON LIFE SCIENCES PVT. LTD.,,,140.0
1222248,arv1904 1*10,,others,arv1904 10s,arv1904 10s,0,arv1904,arv1904,arv1904,arv1904,,(GEN.),,,357.75
1222430,cwin shampoo 100ml,,others,cwin,cwin shampoo 100,0,cwin,cwin,cwin,cwin,,SUNPHARMA V (OLD),,,340.0
1222455,zalozil-500mg 1*6,,others,zalozil,zalozil 500 6s,0,zalozil,zalozil,zalozil,zalozil,,GLENMARK (GRACEWELL),,,540.0
1222456,zalozil-250mg 1*6,,others,zalozil,zalozil 250 6s,0,zalozil,zalozil,zalozil,zalozil,,GLENMARK (GRACEWELL),,,295.0
1222462,cystone sf syp 200ml,,syrup,cystone sf,cystone sf syrup 200,1,cystone,cystone,cystone,cystone,,HIMALAYA,,,150.0
1222605,paradist xr-25 1*10,,others,paradist 25 10s,paradist 25 10s,0,paradist 25,paradist,paradist,paradist,,(TORRENT),,,185.3
1222612,piclin+syp(110ml) 110ml,,others,piclin+,piclin+ syrup 110,1,piclin+,piclin+,piclin+,piclin+,,MENARINI PRIMARY CARE,,,80.0
1222614,piclin+syp(200ml) 200ml,,others,piclin+,piclin+ syrup 200,1,piclin+,piclin+,piclin+,piclin+,,MENARINI PRIMARY CARE,,,135.0
1222730,adthyra m 1*10,,others,adthyra m 10s,adthyra m 10s,0,adthyra m,adthyra,adthyra,adthyra,,KAYRA INNOPHARM,,,169.8
1222844,uvlax syp 200ml,,syrup,uvlax,uvlax syrup 200,1,uvlax,uvlax,uvlax,uvlax,,U@V CANCURE,,,226.0
