Product Code,Product Name,Pack Size,Company,catg,subcatg,MRP
13123,NERVMAX CAP,10CAP,ALKEM,,,209
25579,NO SOAP LOTION  125ML,125ML,PERCOS INDIA PVT LTD,,,320
7200,NULONG TRIO TAB,10TAB,MICRO,,,155
27462,SALYZAP FACE CLEANSER,60GM,FIXDERMA INDIA PVT LTD,,,260
8065,SASLIC FOAMING FACE WASH,60ML,CIPLA LTD,,,399.99
28141,SEBAMED ANTI AGE Q10 PROT 50ML,50ML,USV,,,1423
24633,SEBO C LOTION 50ML,50ML,SANSTUTI PHARMACEUTICALS,,,138
11285,SENSODYNE REPAIR & PROTECT 70GM,70GM,GALAXO SMITH KLINE OTC,,,185
7832,SERTA 25 TAB,15TAB,TORRENT,,,100
1277,STOLIN ORAL GEL,100GM,DR. REDDY LABORATORIES LTD,,,135
318331146,T SART M 40/25 TAB,10TAB,ALKEM,,,161
24602,TACMATE OINT 20GM,20GM,SANSTUTI PHARMACEUTICALS,,,525
27802,THREPTIN MICROMIX  (VANILLA),200GM,RAPTAKOS BRETT & CO LTD,,,432
30399,ULIPHYLLINE-200SR,10TAB,Ultimate Healthcare,,,136
29220,VILSHINE M 50/1000 TAB,10TAB,VIGILANT LIFE SCIENCES PVT LTD,,,99.99
415,Z&B SOFLETS,15TAB,MICRO,,,147
25158,ACCUFITT-LC,10TAB,ACCUFFY LIFESCIENCES,,,307.8
30609,AMIVIT SYP 200ML,200ML,MEDSHINE PHARMACEUTICALS,,,250
8297,AMLOPRESS L TAB,15TAB,CIPLA LTD,,,180.89
29494,ANTGABA NT 400 TAB,10TAB,ANTARES PHARMACEUTICALS PVT LT,,,0
7225,ASTIN CV 20 CAP,10CAP,MICRO,,,136
24682,B4 NAPPI CREAM 75GM,75GM,CURATIO HEALTHCARE IND LTD,,,230
10136,BENGREAT 4 TAB,10TAB,MANKIND,,,51.18
30466,CARIQUEL 3 CAP,10CAP,TORRENT,,,160
28993,CASTOPHENE CHURNA 100GM,100GM,TECHNO PHARMA PVT LTD,,,0
30193,NASIVION (MINI) 0.01%DROPS 10ML,10ML,PROCTER AND GAMBLE HEALTHCARE LTD,,,75.6
28324,NASIVION 0.5% ADULT 10ML,10ML,PROCTER AND GAMBLE HEALTHCARE LTD,,,96.3
24811,CEFOP-100 D/S,100ML,DEVANN PHARMACEUTICALS,,,119
28388,CLOTIK -L CREAM 30GM,30GM,INSUTIK PHARMACEUTICALS PVT.LT,,,135
28389,CLOTIK-IT 200MG CAP,10TAB,INSUTIK PHARMACEUTICALS PVT.LT,,,210
30754,CORBIS T 5 TAB,10TAB,TORRENT,,,141.5
26277,DYTOR E20  10TAB,10TAB,CIPLA LTD,,,320.77
30094,ENSURE DIABETIC VANILLA 400GM JAR,400GM,ABBOTT NUTRA,,,850
25523,ESLO AT 5MG TAB,15TAB,ZUVENTUS,,,184.95
30366,FIXDERMA SHADOW SPF 50 PLUS GEL 75GM,75GM,FIXDERMA INDIA PVT LTD,,,525
10689,GLADOR-3 TAB,10TAB,LUPIN LTD,,,144.3
21588,HAIRSHIELD DANDRUFF 30ML,30ML,WINGS,,,60
24888,HISTAPEX MD TAB,10TAB,NEUROPEX PHARMACEUTICAL,,,145
2794,NEBI AM TAB,10TAB,GENETICA,,,115
19689,INSUGEN-R 100IU/ML REFIL,3ML,BIOCON,,,214.41
30617,KIDCAL SYP 200ML,200ML,MEDSHINE PHARMACEUTICALS,,,150
17158,MANFORCE CONDOMS(CHOCO+HAZELNUT),3PCS,MANKIND OTC,,,30
14532,NEBZMART FB 1MG RESPULES,7*2ML,Glenmark Pharmaceuticals Ltd,,,430.5
319431067,MOX CV DS CP SYP,30ML,RANBAXY,,,155
14364,OLKEM 40 TAB,15TAB,ALKEM,,,358
14729,OLMARK-H 40TAB,15TAB,INTAS PHARMACEUTICALS,,,350
17954,OMNIX 50 DRY SYP,30ML,CIPLA LTD,,,53.84
9506,PEDIFLOR KIDZ RED PASTE 70GM,70GM,GROUP PHARMACEUTICALS,,,115
26491,PENEGRA XPRESS,4TAB,ZYDUS CADILA HEALTHCARE LTD,,,176.6
23852,NEOSPORIN EYE OINT 10GM,10GM,GALAXO SMITH KLINE LTD,,,108.85
24167,PLANOKUF D SYP,60ML,SHREYA LIFESCIENCE,,,93.9
21726,PROHANCE JUNIOR CHOCO POW.,400GM,RANBAXY,,,590
14878,RADCAL 60K SOFTGEL CAP,4CAP,RADICOOL,,,115
17442,RESPICURE D SYP,100ML,CORONA REMIDIES PVT.LTD,,,95
30302,ROCKCEF-CV TAB,6TAB,AAREEN HEALTHCARE PVT LTD,,,359.4
3817,RUMALAYA LINIMENT,60ML,HIMALAYA DRUG CO.,,,150
19173,RX PLUS CAP,15CAP,IPCA LABORATORIES LTD,,,224
318331180,NERVMAX D 75/20 CAP,10CAP,ALKEM,,,198
27464,SALYZAP LOTION (NT),20ML,FIXDERMA INDIA PVT LTD,,,325
15867,NESCAFE RTD INTENSE CAFE,1TAB,NESTLE INDIA LTD,,,40
10138,SCABELICE NEW MEDICATED SOAP,75GM,MANKIND,,,80
12693,SENSODENT KF DENTAL GEL 125GM,125GM,INDOCO REMEDIES LTD,,,146
18637,SUPRA PLUS TAB,15TAB,ABBOTT HEALTH CARE,,,56
2775,TELSARTAN H TAB,14TAB,DR. REDDY LABORATORIES LTD,,,266
14282,TOFF DC SYP,100ML,MANKIND,,,102.05
22274,TRESIBA 100IU/ML PENFILL,3ML,ALCON,,,7200
29949,TRUHANZ PEDIA MANGO 200GM JAR,200GM,TRUHEALTHY LLP,,,650
29742,U.V AVO 25 PLUS LOTION SPF O,75GM,MENARINI INDIA PVT LTD,,,463.5
24804,UTIMACK SYP,200ML,DEVANN PHARMACEUTICALS,,,149
6053,NEUROZAN TAB,15TAB,MEYER,,,258
30748,NEVLON MOISTURISING CREAM 100GM,100GM,KLM LABORATORIES,,,250
30694,VALBADE 450MG,2TAB,AUBADE HEALTHCARE PVT.LTD,,,860
30756,XILIGIO 10/5 TAB,10TAB,TORRENT,,,788
25145,XOCLAVE SYP 30ML,30ML,CORONA REMIDIES PVT.LTD,,,67.2
30586,ZIAVIT D3,4TAB,SEQMED,,,120
30741,ACOGUT 300 ER,10TAB,LUPIN LTD,,,384.8
24635,ARBIGLOW CREAM 20GM,20GM,SANSTUTI PHARMACEUTICALS,,,255
24604,COM-6,10CAP,SANSTUTI PHARMACEUTICALS,,,170
14030,D.F.O SPRAY,55GM,OZONE,,,183.67
13845,EFNOCAR 40,10TAB,ZUVENTUS,,,131.85
27493,HYDRATING MASK 100ML,100ML,FIXDERMA INDIA PVT LTD,,,1150
17449,MAC MPS SUSP,200ML,CORONA REMIDIES PVT.LTD,,,127.2
21554,MACUVON G NF TAB,10TAB,NEOMEDIX HEALTHCARE LTD.,,,210
20,MEGA-3 SOFTGEL CAP,30CAP,DR. REDDY LABORATORIES LTD,,,394.75
3313,MINTOP 10 HAIR RESTORE FORMULA 60ML,60ML,DR. REDDY LABORATORIES LTD,,,1188.25
7854,NEW LIVFIT TAB,10TAB,ALEMBIC PHARMACEUTICALS LTD,,,75
7355,MINTOP FORTE 2% SOLUTION 60ML,60ML,DR. REDDY LABORATORIES LTD,,,405.25
18322,MOSI  EYE DROP,5ML,FDC LTD.,,,92
17994,MUMMUM-1,400GM,FDC LTD.,,,385
14404,MYCEPT-S 360 TAB,10TAB,MANKIND,,,600
15141,NATUROLAX A POWDER 300GM,300GM,PIRAMAL,,,381
29987,NEPAVON EYE DROP,5ML,NEOMEDIX HEALTHCARE LTD.,,,185
7844,O2H TAB,10TAB,MEDLEY PHARMACEUTICALS LTD,,,98.75
19897,NICARDIA XL 60 TAB,10TAB,J.B.CHEMICALS & PHARMACEUTICAL,,,180.85
29500,OVAHANCE TAB,10TAB,HEALTHICA PHARMACEUTICALS,,,0
29338,OXRAMET  IR  5/500G,14TAB,SUN PHARMA 2,,,0
29257,P-250 TAB,10TAB,APEX PHAMACEUTICALS,,,13.2
23868,PREPRO CAP,10CAP1,Fourrts India Laboratories,,,194
21208,NIINE DRY COMFORT 100,100PCS,PROCTER AND GAMBLE,,,100
7283,REESHAPE NATURAL TAB,10TAB,MEYER,,,403
25611,REPALOL 5  TAB,10TAB,SUN PHARMA 2,,,143
8919,ROSAVE 5 TAB,10TAB,ALEMBIC PHARMACEUTICALS LTD,,,113.7
28397,NILLBLOC NASAL SPRAY 20ML,20ML,INSUTIK PHARMACEUTICALS PVT.LT,,,48
30478,ROZUCOR EZ 20TAB,10TAB,TORRENT,,,359
30303,SAFEFRAC TAB,30TAB,AAREEN HEALTHCARE PVT LTD,,,477
1488,SHALLAKI TAB,60TAB,HIMALAYA DRUG CO.,,,200
9482,SOAPEX CLASSIC SOAP,7.5GM,GALDERMA,,,145
29189,SOLVIN EX SYP,100ML,IPCA LABORATORIES LTD,,,95
25531,SPOO BABY SHAMPOO 125ML,125ML,CURATIO HEALTHCARE IND LTD,,,275
15834,NIVEA BODY LTN ALOE,"75,ML",NIVEA,,,95
21631,TAXIM O FORTE D/S 60ML,60ML,ALKEM,,,139.19
19482,TELSAR 80 H TAB,10TAB,TORRENT,,,269
27546,TRI OBLOC CREAM  1X25GM.,25GM,CURATIO HEALTHCARE IND LTD,,,355
19774,TRICINOD 10/12.5 TAB,15TAB,AJANTA PHARMA LTD,,,314
7124,TURBOVAS 40 TAB,10TAB,MICRO,,,356
29743,U.V AVO 25 PLUS LOTION OIL F 30GM,30GM,MENARINI INDIA PVT LTD,,,285
13316,NOBLOK AF DROP,15ML,MANKIND,,,57.97
8021,URILISER ORAL SOL.,200ML,WATER BUSHNELL,,,186.76
25824,VIGOMAX FORTE CAP,20CAP,CHARAK PHARMA PVT LTD,,,215
28176,XIFIRON TAB,10TAB,YTILIGA PHARMACEUTICALS,,,174
22761,BIOFFER XT TAB,10TAB,MICRO,,,117
30311,CALGROW-AS TAB,10TAB,AAREEN HEALTHCARE PVT LTD,,,129
28224,DAPAVEL M 10/500,10TAB,INTAS PHARMACEUTICALS,,,125
23483,NOSMOK 2 MG,3TAB,J.B.CHEMICALS & PHARMACEUTICAL,,,96
23484,NOSMOK 4 MG,4 TAB,J.B.CHEMICALS & PHARMACEUTICAL,,,120
19830,ESOKEM-D CAP,15CAP,ALKEM,,,160.6
19870,NOVALGIN NU TAB,10TAB,AVENTIS,,,35.36
19609,EUCLIDE M TABLET,15TAB,ALKEM,,,236
30127,FLUTEE 20 TAB,10TAB,TALENT INDIA LTD,,,43.43
14974,GLIMISAVE MV 3.3 FORTE TAB,15TAB,ERIS PHARMA,,,247.5
30779,GLUXIT S-10/50 MG,10TAB,ERIS PHARMA,,,180
23900,IDBB TAB,10S,WORIOX PHARMACEUTICALS,,,120
328230453,INSUGEN N 100IU ML REFIL  3ML,3ML,BIOCON,,,214
27452,KAIRFOLL ANTI HAIRLOSS CAPILLAR LOT.SPRY,100ML,FIXDERMA INDIA PVT LTD,,,975
351830862,OCUWIPES AT WET WIPES TAB,20TAB,NEOMEDIX HEALTHCARE LTD.,,,490
23619,ONDY MD 4MG TAB,10TAB,RONYD HEALTHCARE PVT LTD,,,46
18414,NOVONORM 0.5MG TABLET,30TAB,NOVO NORDISK INDIA PVT LTD,,,264
24890,OZPEX-5,10TAB,NEUROPEX PHARMACEUTICAL,,,50
14093,PEDIASURE VANILLA 1KG BIB,1KG,ABBOTT NUTRA,,,1375
15121,NOVORAPID PENFILL 100IU/ML CARTIDGE,5*3ML,E-LILLY,,,4259.2
49831017,NS-AID EYE DROP,5ML,SYNTHO,,,60
15280,PPG-0.3 TAB,30TAB,ABBOTT HEALTH CARE,,,300.2
14374,PRAMIROL 0.25 TAB,10TAB,INTAS PHARMACEUTICALS,,,110
13277,PREVA GOLD 20 CAP,10CAP,INTAS PHARMACEUTICALS,,,225
2084,RETOZ 90 TAB,10TAB,DR. REDDY LABORATORIES LTD,,,153.5
25916,RIFAXIGRESS 400 TAB,10TAB,LA RENON HEALTHCARE,,,311
16983,NUMLO-D5 TAB,15TAB,Emcure Pharmaceuticals Ltd,,,184.3
15356,NUPATCH 200MG,1PATCH,ZYDUS CADILA HEALTHCARE LTD,,,142.15
9076,SIMYL MCT POW 400GM,400GM,FDC LTD.,,,510
29835,SITABITE M 100/500 SR,10TAB,CORONA REMIDIES PVT.LTD,,,149
5748,SODOX CAP,15CAP,RANBAXY,,,755
322531063,T BACT CREAM,7.5GM,GALAXO SMITH KLINE LTD,,,218.3
26130,TADAZANE-10,4TAB,CEZANE REMIDIES PVT LTD,,,108
1489,TAGARA (VALERIAN) TAB,60CAP,HIMALAYA DRUG CO.,,,215.63
20197,NURODAY-H TAB,10TAB,DR. REDDY LABORATORIES LTD,,,251
9462,TENEZA M 1000 TAB,10TAB,TORRENT,,,267.35
30807,TOPFENAC MR TAB,10TAB,AAREEN HEALTHCARE PVT LTD,,,190
30551,TRIVOLIB 1 TAB 15TAB,15TAB,SUN PHARMA 2,,,244.5
9204,TURBO 600 TAB,10TAB,FDC LTD.,,,356.25
23629,NUTALACT SOLUTION,200ML,RONYD HEALTHCARE PVT LTD,,,219
25466,WALAPHAGE SR 500,10TAB,WALLACE PHARMA,,,29.73
19455,XILIA M 1 TAB,10TAB,Emcure Pharmaceuticals Ltd,,,122.7
9415,O LYTE ORS,200ML,ARISTO,,,32.56
10872,Ahaglow Acne Control Moisturizing Gel,50GM,TORRENT,,,575
14410,AIM7 60 XR TAB,15TAB,ERIS PHARMA,,,185.35
28197,AMBROLITE D SYP 60ML,60ML,TABLET INDIA,,,77
27607,ANABOOM AD LOTION,50ML,SUN PHARMA 2,,,324
18034,AQUASURGE MAX EYE DROP,1TAB,IPCA LABORATORIES LTD,,,177.52
17917,OBETOHEP 10MG TAB,10TAB,ALKEM,,,360
17087,AQUAVIRON INJ 1ML-6AMP,1TAB,ABBOTT HEALTH CARE,,,176.81
24615,BIO-C FACE SERUM 30ML,30ML,SANSTUTI PHARMACEUTICALS,,,660
11912,C& C F/W 100ML DTV,100GM,BIO SWIZZ PHARMA,,,140
11915,C& C F/W 50ML DTV,50ML,BIO SWIZZ PHARMA,,,75
30904,CALLAXO BD CAP,10CAP,AKCENT HEALTHCARE,,,450
26314,CANDIDOX CREAM 50GM,50GM,Glenmark Pharmaceuticals Ltd,,,323
22956,CLEAN&CLEAR FOAMING FACE WASH 50ML DTW,50ML,JOHNSON & JOHNSON CONSUMER CAR,,,75
30767,CORBIS 10TAB,10TAB,TORRENT,,,114.9
30314,D3 SURE NANO SHOT,5ML,AAREEN HEALTHCARE PVT LTD,,,76.89
23587,DERMADEW SOAP,75GM,H&H HEALTH CARE,,,160
20601,ELOVERA MOIST BODY WASH 150ML,150ML,Glenmark Pharmaceuticals Ltd,,,375
28378,EPLAR 25MG TAB,15TAB,LAISSEZ FAIRE PHARMACEUTICALS,,,360
27196,ESMOPEX L,10TAB,NEUROPEX PHARMACEUTICAL,,,210
27472,FIXDERMA MOISTURIZING LOTION 500ML,500ML,FIXDERMA INDIA PVT LTD,,,760
5702,FRISIUM 20 TAB,10TAB,AVENTIS,,,378.74
6780,GLIMIPREX MF FORTE 1 TAB,10TAB,GENETICA,,,73.05
24257,H-VIT HAIR,10TAB,SYSTOPIC,,,110
102129855,KOMPACT ADVANCE VANILLA,200GM,MOREPEN LABORATORIES LTD.,,,423
102129857,KOMPACT JUNIOR VANILLA,200GM,MOREPEN LABORATORIES LTD.,,,429
19001,LE FERITAS CAPULE,10CAP,INTAS PHARMACEUTICALS,,,169
27510,LIGHT WEIGHT SPF80 LOTION 50ML,50ML,FIXDERMA INDIA PVT LTD,,,1075
21908,LUKOSKIN COMBO PACK ORAL LIQUD +OINT,100ML+40GM,AMIL PHARMACEUTICALS INDIA LTD,,,935
30714,OLAY PLUS,10TAB,TALENT INDIA LTD,,,90
21959,OLAY TE NRM UV,20GM,PROCTER AND GAMBLE,,,99
28487,MENOPACE CAP,30TAB,MEYER,,,395
9621,MICROCEF 50DRY SYP,50ML,MICRO,,,107
7356,MINTOP FORTE 5% SOLUTION 120ML,120ML,DR. REDDY LABORATORIES LTD,,,1513
21488,MISTY FRESH EYE DROP,10ML,NRI,,,360
6988,NEKO SOAP 75GM,75GM,PIRAMAL,,,70
27692,NEPH M PLUS  EYE DROP,10ML,ALLERGAN INDIA PVT LTD,,,79
17982,NEPH-M EYE DROP,10ML,ALLERGAN INDIA PVT LTD,,,70
8838,NEW HAIR 4U 10% SOLUTION,60ML,Glenmark Pharmaceuticals Ltd,,,928
21374,NO SCARS CREAM,20GM,TORQUE PHARMACEUTICALS,,,259
11016,OLMIN TRIO TAB,10TAB,ERIS PHARMA,,,176.19
9538,OLSAR A 40 TAB,10TAB,TORRENT,,,243.6
24239,OMNIGEL SPRAY 20GM,20GM,CIPLA GENRIC,,,91.3
29491,OLMARK 20 TAB 15TAB,15TAB,INTAS PHARMACEUTICALS,,,0
15574,OMNIGEL SPRAY 35GM,35GM,CIPLA GENRIC,,,119.35
16660,OMNITAN TAB,15TAB,MACLEODS,,,105.5
27584,PEDIASURE COMPLETE CHOCO,1KG,ABBOTT NUTRA,,,1525
1550,PETRIL 1 TAB,10TAB,MICRO,,,47.48
29399,PNEUMOSIL 0.5ML VIAL,0.5ML,SERUM INSTITUTE OF INDIA LTD,,,2280
7969,OLMAX H TAB,15TAB,Glenmark Pharmaceuticals Ltd,,,222
7725,PROSTAGARD D8 CAP,10CAP,ARISTO,,,217.5
30798,PROTAR SOLUTION 100ML,100ML,PERCOS INDIA PVT LTD,,,159
16069,PURODIL SYP,200ML,AMIL PHARMACEUTICALS INDIA LTD,,,248
11038,RABONIK 40 PLUS CAP,10CAP,ERIS PHARMA,,,258.74
9230,RB TONE XT TAB,10TAB,MEDLEY PHARMACEUTICALS LTD,,,164
3380,OLSAR 20 TAB,15TAB,TORRENT,,,221.35
17200,READY CARE GLOVES,100PCS,AGGARWAL SURGICALS,,,849
7461,REVIBRA C10 VEGICAP,28VEGICAPS,DR. REDDY LABORATORIES LTD,,,2185
1856,S-AMLOSAFE 5 TAB,10TAB,GENETICA,,,55
22777,SAFEKIND HAND SANITIZER,100ML,MANKIND,,,50
10056,SELSUN SHAMPOO 120ML,120ML,ABBOTT HEALTH CARE,,,348.63
1272,SENQUEL MEDICATED ORAL GEL,100GM,DR. REDDY LABORATORIES LTD,,,142
11277,SENSODYNE FRESH MINT 40GM,40GM,GALAXO SMITH KLINE OTC,,,80
30278,SENSUR RUB 10GM,10GM,Glenmark Pharmaceuticals Ltd,,,78.03
13668,SIZODON ORAL SYP,60ML,SUN PHARMA 2,,,132.38
9487,SPORIDEX PAEDIATRIC DROP,10ML,RANBAXY,,,90
28828,STALIX M 50+850 TAB,10TAB,TORRENT,,,208.5
20847,SUNCROS M/F SOFT LOTION SPF 50+,60ML,RANBAXY,,,820
28995,TECPILES CAP,30CAP,TECHNO PHARMA PVT LTD,,,245
5821,TELDAY H TAB,15TAB,TORRENT,,,257.25
8731,TG TOR 5 TAB,10TAB,TORRENT,,,77.4
15187,THYROX 62.5 TAB,120TAB,MACLEODS,,,174.61
318331192,TOFE 10MG TAB,10TAB,ALKEM,,,490
29991,TRAVSTAR-PF EYE DROP,5ML,NEOMEDIX HEALTHCARE LTD.,,,690
30245,TRETIN ISO 10MG CAP,10CAP,H&H HEALTH CARE,,,181
4449,TRIKATU TAB,60TAB,HIMALAYA DRUG CO.,,,180
27509,ULTRALIGHT GOLD SPF-40 GEL,1,FIXDERMA INDIA PVT LTD,,,925
10959,VOGLI 0.3 TAB,10TAB,MEDLEY PHARMACEUTICALS LTD,,,163.5
23906,WORIFOR-XT TAB,15S,WORIOX PHARMACEUTICALS,,,195
10446,ZOLAX SR 1.5MG TAB,10TAB,INTAS PHARMACEUTICALS,,,106.5
28351,ACHOO PAIN BALM PLUS 22ML,22ML,BRAWN COSMETICS & HERBALS PVT,,,120
28356,ACHOO RUB 9ML,9ML,BRAWN COSMETICS & HERBALS PVT,,,35
24650,ADALIA PROTEIN SHAMPOO 200ML,200ML,SANSTUTI PHARMACEUTICALS,,,260
29483,ADCROSS AQUAGEL SPF50+,75ML,ADONIS PHYTOCEUTICALS PVT. LTD,,,796
331631206,ORAL B GUM CARE,4N,PROCTER AND GAMBLE,,,190
21940,ORAL B KIDS,1TAB,PROCTER AND GAMBLE,,,200
16585,ORAL B SENSTIVE WHITING TB,1PCS,PROCTER AND GAMBLE,,,98
30799,AROPHYLL HD TAB,10TAB,AAREEN HEALTHCARE PVT LTD,,,219
24165,BENEFICIAL SYP,200ML,SHREYA LIFESCIENCE,,,181.75
24630,BIO-C TAB 10TAB,10TAB,SANSTUTI PHARMACEUTICALS,,,240
333431058,CALCIGO PLUS,10TAB,RESOLUTE HEALTHCARE,,,275
6971,ORO-CV 625 TAB,10TAB,DR. REDDY LABORATORIES LTD,,,194.97
24609,CLOBSAL OINT 20GM,20GM,SANSTUTI PHARMACEUTICALS,,,137
21732,ORTHO HEATING GEL PAD,I-87,OTHERS,,,725
25005,DAJIO 10MG,10MG,MICRO,,,193
25142,DILO LS SYP 100ML,100ML,CORONA REMIDIES PVT.LTD,,,122.35
24887,DVPEX 100TAB,10TAB,NEUROPEX PHARMACEUTICAL,,,240
29539,EMOLIZ CREAM 50G,50G,APPLE THERAPEUTICS LTD,,,360
27456,FIDELIA STRENGTHENING SHAMPOO 250ML,250ML,FIXDERMA INDIA PVT LTD,,,775
9174,OTIFLOX EAR DROP,5ML,CENTAUR PHARMA,,,94.44
21638,FIXDERMA SALYZAP BODY SPRAY 50ML,50ML,FIXDERMA INDIA PVT LTD,,,350
17739,OTRIVIN BABY SALINE NASAL SPRAY,10ML,GALAXO SMITH KLINE OTC,,,62.68
24138,OTRIVIN MOISTURISING PAED,10ML,GALAXO SMITH KLINE OTC,,,91.83
28871,FIXDERMA SHADOW SPF 50 + CREAM 75GM,75GM,FIXDERMA INDIA PVT LTD,,,550
19818,GINKOBA-M CAPULE,10CAP,MICRO,,,250
332430494,GLAMBAK OC FACE WASH 100ML,100ML,KEPLER,,,550
16744,GLISEN MF FORTE 2 TAB,10TAB,ALEMBIC PHARMACEUTICALS LTD,,,216.5
24643,K-20 CREAM 30GM,30GM,SANSTUTI PHARMACEUTICALS,,,159
332430497,KEPAMINE LOTION 100ML,100ML,KEPLER,,,225
332430498,KEPAMINE LOTION 50ML,50ML,KEPLER,,,135
332430499,KEPEASE 10 TAB,10TAB,KEPLER,,,22
332430500,KEPEASE SYP 125ML,125ML,KEPLER,,,88
332430502,KEPTOP SOAP 100GM,100GM,KEPLER,,,160
332430503,KIDEXO NAPPY RASHES CREAM 30GM,30GM,KEPLER,,,225
23192,KIDRICH D3 60000IU ORAL SOL.,4*5 ML,DR. REDDY LABORATORIES LTD,,,217.8
332430505,KITLER 130 SB TAB,10TAB,KEPLER,,,250
332430507,KITLER 65 SB TAB,10TAB,KEPLER,,,140
14014,OZOMET G1 TAB,15TAB,OZONE,,,43.92
24222,L-SURE PLUS,5GM,ADONIS PHYTOCEUTICALS PVT. LTD,,,67
30395,LEVOTROPIUM 5 RESPLUES,2.5*5ML,Ultimate Healthcare,,,76
18461,MESACOL ENEMA,1SACHET,SUN PHARMA 2,,,118.5
332430511,MILOXIR 5 PRO F 90ML,90ML,KEPLER,,,1100
19926,P 650 TAB,10TAB,APEX PHAMACEUTICALS,,,22.85
6974,MOISTUREX SOFT LOTION,100ML,RANBAXY,,,355
26616,MOSSFRESH EYE DROP 5ML,5ML,SYNTHO,,,153.3
7683,MOX 500MG CAP,15CAP,RANBAXY,,,120.4
21281,P-120 SUSP,60ML,APEX PHAMACEUTICALS,,,39.65
332430512,MUPINITY,10TAB,KEPLER,,,135
30237,NAPROSYN SR TAB,10TAB,RPG LIFE SCIENCE LIMITED,,,76.1
22334,PAD MAXI XL,1TAB,PROCTER AND GAMBLE,,,35
350231006,PAKNET CREAMY WASH  50GM,50GM,PERCOS INDIA PVT LTD,,,264
17035,NEUROKEM NT CAP,15CAP,ALKEM,,,316
27114,NEW DEWSOFT LOTION 200ML,200ML,TORRENT,,,544.5
6441,NEW DEWSOFT SOAP,75GM,TORRENT,,,230
16297,NISDOL PLUS,10TAB,AVTIX HEALTHCARE,,,42
8524,O2 DERM CREAM,15GM,MEDLEY PHARMACEUTICALS LTD,,,76
25168,PAMPERS PANTS XXL 16,1,PROCTER AND GAMBLE,,,275
16162,OMNIGEL SPRAY 100GM,100GM,CIPLA GENRIC,,,295.9
4097,OXITARD CAP,10CAP,HIMALAYA DRUG CO.,,,90
6623,PAN IT CAP,10CAP,ALKEM,,,221
12089,PEDIASURE CHOCO 400GM JAR,400GM,ABBOTT NUTRA,,,725
19836,PEXEP 10 TAB,10TAB,INTAS PHARMACEUTICALS,,,188
5972,PRAX 10 TAB,10TAB,TORRENT,,,311
18142,PREGABA M 75 CAP,15CAP,TORRENT,,,296.6
17866,PANOTIX DSR CAP,10CAP,AVTIX HEALTHCARE,,,118.8
30073,PRODUGUT BC 5ML,5ML,TRUHEALTHY LLP,,,699
22042,PANTENE 180ML HFC,180ML,PROCTER AND GAMBLE,,,169
22052,PANTENE 180ML SS,1TAB,PROCTER AND GAMBLE,,,145
21621,PANTENE SHAMPOO LONG BLACK,180ML,PROCTER AND GAMBLE,,,159
10396,PANTIUM DSR CAP,10CAP,INTAS PHARMACEUTICALS,,,161
28214,PANTO-CLAM KIT,6TAB,RLV LIFE SCIENCES PVT. LTD.,,,1700
3983,PUNARNAVA CAP,60CAP,HIMALAYA DRUG CO.,,,215.63
7533,REGA DSR,10TAB,SUNCURE,,,110
17444,RESPICURE LS JUNIOR SYP,60ML,CORONA REMIDIES PVT.LTD,,,85.8
9252,REVITAL H CAP 60S,60CAP,SUN PHARMA OTC,,,550
15422,RYZODEG 100IU/ML FLEXTOUCH,3ML PEN,NOVO NORDISK INDIA PVT LTD,,,1450
17372,SENSODENT K DENTAL GEL 60GM,60GM,INDOCO REMEDIES LTD,,,92
30463,SENSODENT-K DENTAL  120GM,120GM,INDOCO REMEDIES LTD,,,142
27078,SIMROSE 1000 CAP,15CAP,SERUM INSTITUTE OF INDIA LTD,,,208
29396,TRUSHIELD LYCOPENE VITAMIN K2,1TAB,TRUHEALTHY LLP,,,0
11569,PARACHUTE  HOT OIL 190ML,190ML,OTHERS,,,110
29183,PARACHUTE HOT OIL 300 ML,300 ML,PARACHUTE/MARICO,,,0
16165,PARACIP SYP 30ML,30ML,CIPLA GENRIC,,,22.38
5563,UGESIC SUBLINGUAL TAB,10TAB,MEYER,,,126
5599,ULTRA D3 4K TAB,15TAB,MEYER,,,175
28925,WAXRIV EAR DROP 10ML,10ML,EAST AFRICAN,,,0
28367,WELFEM FEMININE HYGIENE WASH 100ML,100ML,BRAWN COSMETICS & HERBALS PVT,,,125
25146,XOCLAVE 375 TAB,10TAB,CORONA REMIDIES PVT.LTD,,,193.2
6135,PARASOFT EMOLLIENT LOTION,100ML,SALVE PHARMA,,,308
6608,XYZAL M SYP,60ML,DR. REDDY LABORATORIES LTD,,,128.75
21695,PARK AVENUE COOL BLUE,130ML,OTHERS,,,210
30072,ZENFIBRE JR-STRABBERRY FLAVOUR,175GM,TRUHEALTHY LLP,,,649
30984,4QUIN BROM EYE DROP,5ML,ENTOD PHARMACEUTICALS LTD,,,176.5
30985,4QUIN EYE DROP,5ML,ENTOD PHARMACEUTICALS LTD,,,156
30987,4QUIN LOT,5ML,ENTOD PHARMACEUTICALS LTD,,,184
30986,4QUIN-D EYE DROP,5ML,ENTOD PHARMACEUTICALS LTD,,,100
24201,AD MELA TX CREAM,30GM,ADONIS PHYTOCEUTICALS PVT. LTD,,,550
24203,ADNURVE SR TAB,10TAB,ADONIS PHYTOCEUTICALS PVT. LTD,,,220
